t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_S2(bar),p_H2S(bar),p_N2(bar),p_SO2(bar),p_NH3(bar)
6.4838000000e+04,2.1326078606e+03,2.1782002409e+03,2.1282240000e+03,1.0093912626e+04,1.2233563491e+04,8.8878301955e-01,2.4075583607e-03,2.4075583607e-03,1.0000000000e-02,0.0000000000e+00,4.1606150437e+19,1.4130029096e+20,0.0000000000e+00,4.6822519167e+20,1.2195766574e+18,3.7192967458e+20,1.0274360117e+02,4.9446086030e+00,9.0431778694e+01,7.2845782067e+00,8.0228110386e-02,2.0625405974e-11,2.4075583607e-03,4.1591503951e-02,6.5302980999e+06,3.4719930453e+06,1.0000000000e+02,8.7826304010e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.5403000000e+04,2.1305482667e+03,2.1758305098e+03,2.0664140000e+03,1.0048116255e+04,1.2233473200e+04,8.8769177535e-01,2.3430053154e-03,2.3430053154e-03,1.0000000000e-02,0.0000000000e+00,4.1393518993e+19,1.4075560378e+20,0.0000000000e+00,4.6821535712e+20,1.2228747170e+18,3.7059817848e+20,1.0236953564e+02,4.9575746290e+00,9.0094150788e+01,7.2351535911e+00,8.0313630883e-02,2.0766760295e-11,2.3430053154e-03,4.1587071515e-02,6.5301651095e+06,3.4719930453e+06,1.0000000000e+02,8.7709536209e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.6307000000e+04,2.1269633749e+03,2.1721316025e+03,2.0205010000e+03,1.0048657195e+04,1.2233328734e+04,8.8598182899e-01,2.2454199792e-03,2.2454199792e-03,1.0000000000e-02,0.0000000000e+00,4.1055089569e+19,1.3988248797e+20,0.0000000000e+00,4.6819962731e+20,1.2280787038e+18,3.6846082439e+20,1.0176930553e+02,4.9779920722e+00,8.9551472491e+01,7.1571467886e+00,8.0448756900e-02,2.0986675850e-11,2.2454199792e-03,4.1579785881e-02,6.5293302794e+06,3.4719930453e+06,1.0000000000e+02,8.7526538648e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.7753000000e+04,2.1219975623e+03,2.1661127636e+03,2.0208370000e+03,9.8762823033e+03,1.2233097654e+04,8.8316856584e-01,2.0945773484e-03,2.0945773484e-03,1.0000000000e-02,0.0000000000e+00,4.0512503140e+19,1.3848821044e+20,0.0000000000e+00,4.6817399254e+20,1.2367090574e+18,3.6505029083e+20,1.0081138480e+02,5.0118299799e+00,8.8684272386e+01,7.0325126462e+00,8.0675210856e-02,2.1357151965e-11,2.0945773484e-03,4.1567673052e-02,6.5296703558e+06,3.4719930453e+06,1.0000000000e+02,8.7225789790e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.8910000000e+04,2.1178327534e+03,2.1616286084e+03,1.8482540000e+03,9.8410070395e+03,1.2232912758e+04,8.8105520187e-01,1.9883099491e-03,1.9883099491e-03,1.0000000000e-02,0.0000000000e+00,4.0084306460e+19,1.3736660286e+20,0.0000000000e+00,4.6815358778e+20,1.2432739599e+18,3.6229638049e+20,1.0003866117e+02,5.0374396994e+00,8.7982310201e+01,6.9360753424e+00,8.0847616145e-02,2.1625964930e-11,1.9883099491e-03,4.1557517698e-02,6.5286657464e+06,3.4719930453e+06,1.0000000000e+02,8.6999992765e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.9836000000e+04,2.1149196018e+03,2.1580746164e+03,1.8127680000e+03,9.7350514770e+03,1.2232764776e+04,8.7937639041e-01,1.9076294951e-03,1.9076294951e-03,1.0000000000e-02,0.0000000000e+00,3.9742933778e+19,1.3646842439e+20,0.0000000000e+00,4.6813710931e+20,1.2485335310e+18,3.6008955039e+20,9.9419567909e+01,5.0579186498e+00,8.7419116303e+01,6.8596398390e+00,8.0985487231e-02,2.1840402460e-11,1.9076294951e-03,4.1549143969e-02,6.5292427473e+06,3.4719930453e+06,1.0000000000e+02,8.6820631380e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.0577000000e+04,2.1123474195e+03,2.1553815904e+03,1.7067520000e+03,9.7313208812e+03,1.2232646360e+04,8.7809047967e-01,1.8485096232e-03,1.8485096232e-03,1.0000000000e-02,0.0000000000e+00,3.9472107050e+19,1.3574713248e+20,0.0000000000e+00,4.6812396965e+20,1.2525964091e+18,3.5831289519e+20,9.8921482384e+01,5.0736768852e+00,8.6964967494e+01,6.7998966913e+00,8.1092803652e-02,2.1998920118e-11,1.8485096232e-03,4.1542236936e-02,6.5283310672e+06,3.4719930453e+06,1.0000000000e+02,8.6683266173e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.1762000000e+04,2.1085742126e+03,2.1510587372e+03,1.7028730000e+03,9.6496316228e+03,1.2232456989e+04,8.7602120944e-01,1.7571209654e-03,1.7571209654e-03,1.0000000000e-02,0.0000000000e+00,3.9039562992e+19,1.3459401287e+20,0.0000000000e+00,4.6810275222e+20,1.2591822556e+18,3.5547253669e+20,9.8125210311e+01,5.0991912572e+00,8.6238220783e+01,6.7047744132e+00,8.1266736608e-02,2.2257109186e-11,1.7571209654e-03,4.1530899383e-02,6.5281019770e+06,3.4719930453e+06,1.0000000000e+02,8.6462210497e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.2710000000e+04,2.1053566548e+03,2.1477501409e+03,1.6210030000e+03,9.6506226488e+03,1.2232305492e+04,8.7441163890e-01,1.6900006271e-03,1.6900006271e-03,1.0000000000e-02,0.0000000000e+00,3.8695811184e+19,1.3366955858e+20,0.0000000000e+00,4.6808571596e+20,1.2643539235e+18,3.5319118481e+20,9.7485973969e+01,5.1191523605e+00,8.5653464992e+01,6.6302614007e+00,8.1405214990e-02,2.2452096762e-11,1.6900006271e-03,4.1521498898e-02,6.5272420363e+06,3.4719930453e+06,1.0000000000e+02,8.6290334275e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.4227000000e+04,2.1007655633e+03,2.1424395801e+03,1.6218290000e+03,9.5432124517e+03,1.2232063065e+04,8.7181951204e-01,1.5871775195e-03,1.5871775195e-03,1.0000000000e-02,0.0000000000e+00,3.8146716684e+19,1.3219043351e+20,0.0000000000e+00,4.6805812351e+20,1.2727618420e+18,3.4954071414e+20,9.6463163083e+01,5.1515510782e+00,8.4716654362e+01,6.5117401240e+00,8.1630340839e-02,2.2770191658e-11,1.5871775195e-03,4.1505955762e-02,6.5269494396e+06,3.4719930453e+06,1.0000000000e+02,8.6013490636e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.5441000000e+04,2.0973158299e+03,2.1385096258e+03,1.5141630000e+03,9.4733411411e+03,1.2231869059e+04,8.6983768394e-01,1.5148237179e-03,1.5148237179e-03,1.0000000000e-02,0.0000000000e+00,3.7711489053e+19,1.3100309133e+20,0.0000000000e+00,4.6803598807e+20,1.2792747850e+18,3.4660194295e+20,9.5640394577e+01,5.1764979773e+00,8.3960597960e+01,6.4199738098e+00,8.1810006434e-02,2.2998202740e-11,1.5148237179e-03,4.1492915756e-02,6.5267568223e+06,3.4719930453e+06,1.0000000000e+02,8.5801921612e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.6412000000e+04,2.0942987575e+03,2.1355057370e+03,1.4441430000e+03,9.4934698624e+03,1.2231713887e+04,8.6832409263e-01,1.4615786961e-03,1.4615786961e-03,1.0000000000e-02,0.0000000000e+00,3.7366596418e+19,1.3005051327e+20,0.0000000000e+00,4.6801829057e+20,1.2843021943e+18,3.4423956093e+20,9.4979335143e+01,5.1956649749e+00,8.3352286340e+01,6.3479747186e+00,8.1947531092e-02,2.3165191060e-11,1.4615786961e-03,4.1482225713e-02,6.5259641545e+06,3.4719930453e+06,1.0000000000e+02,8.5640273797e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.7965000000e+04,2.0900411138e+03,2.1306104879e+03,1.4641350000e+03,9.3995831667e+03,1.2231465707e+04,8.6581659882e-01,1.3784843349e-03,1.3784843349e-03,1.0000000000e-02,0.0000000000e+00,3.6813541663e+19,1.2852955788e+20,0.0000000000e+00,4.6798941816e+20,1.2926929017e+18,3.4047045826e+20,9.3924481752e+01,5.2276394863e+00,8.2380287929e+01,6.2329951215e+00,8.2180730772e-02,2.3449391066e-11,1.3784843349e-03,4.1464480380e-02,6.5256566057e+06,3.4719930453e+06,1.0000000000e+02,8.5372698515e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.0450000000e+04,2.0836153829e+03,2.1232622284e+03,1.3700330000e+03,9.2634628952e+03,1.2231068587e+04,8.6203232375e-01,1.2618810851e-03,1.2618810851e-03,1.0000000000e-02,0.0000000000e+00,3.5939755098e+19,1.2608586880e+20,0.0000000000e+00,4.6794315150e+20,1.3055938708e+18,3.3439865471e+20,9.2226352596e+01,5.2764262499e+00,8.0811890822e+01,6.0542365432e+00,8.2537099534e-02,2.3851135766e-11,1.2618810851e-03,4.1434724818e-02,6.5251177301e+06,3.4719930453e+06,1.0000000000e+02,8.4968695401e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.2438000000e+04,2.0788772991e+03,2.1178846833e+03,1.2336880000e+03,9.1716998281e+03,1.2230750891e+04,8.5923133059e-01,1.1823784825e-03,1.1823784825e-03,1.0000000000e-02,0.0000000000e+00,3.5251399932e+19,1.2412179649e+20,0.0000000000e+00,4.6790594467e+20,1.3153353469e+18,3.2950274997e+20,9.0858235814e+01,5.3128838947e+00,7.9545154981e+01,5.9162095688e+00,8.2804990328e-02,2.4114490164e-11,1.1823784825e-03,4.1409709509e-02,6.5248315442e+06,3.4719930453e+06,1.0000000001e+02,8.4669928106e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.4029000000e+04,2.0750260089e+03,2.1139753110e+03,1.1417210000e+03,9.1811333659e+03,1.2230496639e+04,8.5715218332e-01,1.1275048674e-03,1.1275048674e-03,1.0000000000e-02,0.0000000000e+00,3.4707510083e+19,1.2254378448e+20,0.0000000000e+00,4.6787609360e+20,1.3227003415e+18,3.2555781930e+20,8.9756677971e+01,5.3401602821e+00,7.8523055335e+01,5.8093256310e+00,8.3009218459e-02,2.4279589802e-11,1.1275048674e-03,4.1388862183e-02,6.5239984829e+06,3.4719930453e+06,1.0000000001e+02,8.4448025517e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.5301000000e+04,2.0723109117e+03,2.1108412018e+03,1.1510050000e+03,9.1197679391e+03,1.2230293364e+04,8.5546895277e-01,1.0852144640e-03,1.0852144640e-03,1.0000000000e-02,0.0000000000e+00,3.4273264136e+19,1.2128267440e+20,0.0000000000e+00,4.6785177894e+20,1.3287158406e+18,3.2240519261e+20,8.8876379118e+01,5.3623865825e+00,7.7705338572e+01,5.7243918276e+00,8.3176921168e-02,2.4413523705e-11,1.0852144640e-03,4.1371616377e-02,6.5238704428e+06,3.4719930453e+06,1.0000000003e+02,8.4268451990e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.6319000000e+04,2.0701786996e+03,2.1084323245e+03,1.0894560000e+03,9.0800436375e+03,1.2230130681e+04,8.5416345300e-01,1.0537074354e-03,1.0537074354e-03,1.0000000000e-02,0.0000000000e+00,3.3927821277e+19,1.2027161555e+20,0.0000000000e+00,4.6783220796e+20,1.3334256257e+18,3.1987463142e+20,8.8169997337e+01,5.3796895393e+00,7.7048533083e+01,5.6574127623e+00,8.3308244913e-02,2.4508072731e-11,1.0537074354e-03,4.1357473664e-02,6.5237745033e+06,3.4719930453e+06,1.0000000006e+02,8.4129305079e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.7948000000e+04,2.0669116628e+03,2.1047102678e+03,1.0496620000e+03,9.0136056154e+03,1.2229870356e+04,8.5215293962e-01,1.0066773645e-03,1.0066773645e-03,1.0000000000e-02,0.0000000000e+00,3.3378823285e+19,1.1865036535e+20,0.0000000000e+00,4.6780080111e+20,1.3407714003e+18,3.1581204203e+20,8.7036305271e+01,5.4064997918e+00,7.5993619012e+01,5.5516691614e+00,8.3510628131e-02,2.4638938439e-11,1.0066773645e-03,4.1334263700e-02,6.5236198244e+06,3.4719930453e+06,1.0000000015e+02,8.3914817929e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.9251000000e+04,2.0641418079e+03,2.1019905278e+03,9.8312040000e+02,9.0382195228e+03,1.2229662128e+04,8.5064295213e-01,9.7354309284e-04,9.7354309284e-04,1.0000000000e-02,0.0000000000e+00,3.2943786611e+19,1.1734999105e+20,0.0000000000e+00,4.6777558566e+20,1.3463763845e+18,3.1254659364e+20,8.6125554225e+01,5.4267373560e+00,7.5144907117e+01,5.4692690181e+00,8.3667190961e-02,2.4712209271e-11,9.7354309284e-04,4.1315096638e-02,6.5229181623e+06,3.4719930453e+06,1.0000000031e+02,8.3753688110e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9.1336000000e+04,2.0599138151e+03,2.0975674249e+03,1.0075870000e+03,9.0285375841e+03,1.2229328931e+04,8.4816077696e-01,9.2179540157e-04,9.2179540157e-04,1.0000000000e-02,0.0000000000e+00,3.2247764893e+19,1.1527066773e+20,0.0000000000e+00,4.6773444359e+20,1.3556764476e+18,3.0732693706e+20,8.4669684810e+01,5.4602512860e+00,7.3786674411e+01,5.3379086782e+00,8.3928639755e-02,2.4837711851e-11,9.2179540157e-04,4.1283170158e-02,6.5221900100e+06,3.4719930453e+06,1.0000000099e+02,8.3488917090e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9.4672000000e+04,2.0533629390e+03,2.0900917762e+03,9.9770780000e+02,8.8978304264e+03,1.2228795815e+04,8.4414345948e-01,8.4006003363e-04,8.4006003363e-04,1.0000000000e-02,0.0000000000e+00,3.1139022302e+19,1.1194200706e+20,0.0000000000e+00,4.6766695609e+20,1.3709764910e+18,2.9897483608e+20,8.2339899907e+01,5.5151109534e+00,7.1612142069e+01,5.1274704993e+00,8.4336324834e-02,2.5057328199e-11,8.4006003363e-04,4.1229391656e-02,6.5218652813e+06,3.4719930453e+06,1.0000000694e+02,8.3060654469e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9.7341000000e+04,2.0485616810e+03,2.0851026813e+03,8.6679910000e+02,8.8855464445e+03,1.2228369291e+04,8.4133921915e-01,7.8928618215e-04,7.8928618215e-04,1.0000000000e-02,0.0000000000e+00,3.0268481564e+19,1.0926470383e+20,0.0000000000e+00,4.6761243801e+20,1.3820434001e+18,2.9223014221e+20,8.0460387798e+01,5.5537557142e+00,6.9854071893e+01,4.9671362064e+00,8.4634697808e-02,2.5100106160e-11,7.8928618215e-04,4.1183688196e-02,6.5210002976e+06,3.4719930453e+06,1.0000002548e+02,8.2761520051e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9.9476000000e+04,2.0449679874e+03,2.0813668736e+03,8.5434780000e+02,8.8809592048e+03,1.2228028103e+04,8.3911631502e-01,7.5313492369e-04,7.5313492369e-04,1.0000000000e-02,0.0000000000e+00,2.9575389035e+19,1.0712222801e+20,0.0000000000e+00,4.6756763625e+20,1.3909792430e+18,2.8682795550e+20,7.8955385278e+01,5.5846248939e+00,6.8443501053e+01,4.8416213094e+00,8.4884886816e-02,2.5104431908e-11,7.5313492369e-04,4.1144959033e-02,6.5202397163e+06,3.4719930453e+06,1.0000006773e+02,8.2524562312e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.0118400000e+05,2.0422930252e+03,2.0783024576e+03,8.4955110000e+02,8.8269729980e+03,1.2227755154e+04,8.3730461392e-01,7.2462363542e-04,7.2462363542e-04,1.0000000000e-02,0.0000000000e+00,2.9021998859e+19,1.0540884710e+20,0.0000000000e+00,4.6753084149e+20,1.3983400473e+18,2.8250896868e+20,7.7752097266e+01,5.6099485774e+00,6.7314854762e+01,4.7414809498e+00,8.5088353132e-02,2.5110405892e-11,7.2462363542e-04,4.1112654982e-02,6.5201478450e+06,3.4719930453e+06,1.0000015264e+02,8.2331611424e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.0391700000e+05,2.0375653734e+03,2.0733443483e+03,7.9548720000e+02,8.8083475995e+03,1.2227318402e+04,8.3460164897e-01,6.8059306842e-04,6.8059306842e-04,1.0000000000e-02,0.0000000000e+00,2.8145847279e+19,1.0265914830e+20,0.0000000000e+00,4.6747149880e+20,1.4095826724e+18,2.7557111383e+20,7.5819587434e+01,5.6479996158e+00,6.5503525915e+01,4.5820112989e+00,8.5370010714e-02,2.5084227504e-11,6.8059306842e-04,4.1059264313e-02,6.5194633039e+06,3.4719930453e+06,1.0000056831e+02,8.2043390397e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.0828900000e+05,2.0311856108e+03,2.0661223205e+03,7.7669470000e+02,8.6915990424e+03,1.2226619726e+04,8.3036376767e-01,6.2085366988e-04,6.2085366988e-04,1.0000000000e-02,0.0000000000e+00,2.6753898165e+19,9.8255804886e+19,0.0000000000e+00,4.6737373597e+20,1.4277720416e+18,2.6444755620e+20,7.2722260521e+01,5.7083528709e+00,6.2593222651e+01,4.3342167159e+00,8.5847429223e-02,2.4946148483e-11,6.2085366988e-04,4.0966268346e-02,6.5194234624e+06,3.4719930453e+06,1.0000385515e+02,8.1591456975e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.1178700000e+05,2.0268642292e+03,2.0615579871e+03,6.5978060000e+02,8.6665332709e+03,1.2226060722e+04,8.2744410231e-01,5.8562128225e-04,5.8562128225e-04,1.0000000000e-02,0.0000000000e+00,2.5659185124e+19,9.4717542079e+19,0.0000000000e+00,4.6729319556e+20,1.4409898837e+18,2.5547957507e+20,7.0227217005e+01,5.7501282700e+00,6.0245464930e+01,4.1448392943e+00,8.6198888633e-02,2.4654698540e-11,5.8562128225e-04,4.0885609019e-02,6.5150641125e+06,3.4719930453e+06,1.0001291624e+02,8.1280521513e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.1458500000e+05,2.0226359518e+03,2.0576309263e+03,6.3456770000e+02,8.7506638978e+03,1.2225613583e+04,8.2516519508e-01,5.5676603032e-04,5.5676603032e-04,1.0000000000e-02,0.0000000000e+00,2.4789825972e+19,9.1884837303e+19,0.0000000000e+00,4.6722626633e+20,1.4515975818e+18,2.4830028817e+20,6.8229791286e+01,5.7829764163e+00,5.8366545122e+01,3.9932613477e+00,8.6451634492e-02,2.4409612066e-11,5.5676603032e-04,4.0817022595e-02,6.5141070832e+06,3.4719930453e+06,1.0003648032e+02,8.1037741694e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.1906200000e+05,2.0158935697e+03,2.0497747882e+03,7.1851530000e+02,8.5722636282e+03,1.2224898128e+04,8.2105550341e-01,5.0260279529e-04,5.0260279529e-04,1.0000000000e-02,0.0000000000e+00,2.3396230306e+19,8.7361577047e+19,0.0000000000e+00,4.6711347867e+20,1.4709106960e+18,2.3686596440e+20,6.5046677422e+01,5.8432111440e+00,5.5370291178e+01,3.7458078018e+00,8.6864695009e-02,2.4140861436e-11,5.0260279529e-04,4.0697311110e-02,6.5139431613e+06,3.4719930453e+06,1.0028588414e+02,8.0599509705e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.2264400000e+05,2.0114593133e+03,2.0457816515e+03,5.3994290000e+02,8.6540369573e+03,1.2224325700e+04,8.1857045525e-01,4.7637931277e-04,4.7637931277e-04,1.0000000000e-02,0.0000000000e+00,2.2306438403e+19,8.3722623521e+19,0.0000000000e+00,4.6702099483e+20,1.4837764456e+18,2.2761868280e+20,6.2475677428e+01,5.8794751290e+00,5.2947708401e+01,3.5608688512e+00,8.7148666821e-02,2.3629776789e-11,4.7637931277e-04,4.0593075630e-02,6.5132134127e+06,3.4719930453e+06,1.0079006435e+02,8.0334651967e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.2837500000e+05,2.0042328335e+03,2.0388739221e+03,6.2153780000e+02,8.6364103223e+03,1.2223409847e+04,8.1391293101e-01,4.3151045439e-04,4.3151045439e-04,1.0000000000e-02,0.0000000000e+00,2.0558664374e+19,7.7914507257e+19,0.0000000000e+00,4.6686268069e+20,1.5081811077e+18,2.1289101501e+20,5.8379253953e+01,5.9486940618e+00,4.9077517017e+01,3.2649102265e+00,8.7701137504e-02,2.2880706006e-11,4.3151045439e-04,4.0403216754e-02,6.5126134771e+06,3.4719930453e+06,1.0367154828e+02,7.9838824333e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.3754500000e+05,1.9889430801e+03,2.0253541501e+03,6.0367570000e+02,8.5640836304e+03,1.2221944419e+04,8.0661851888e-01,3.4841526117e-04,3.4841526117e-04,1.0000000000e-02,0.0000000000e+00,1.7801853383e+19,6.8605293065e+19,0.0000000000e+00,4.6658738435e+20,1.5499169521e+18,1.8931650052e+20,5.1820221461e+01,6.0591314422e+00,4.2885564232e+01,2.7868776361e+00,8.8299735410e-02,2.1676676188e-11,3.4841526117e-04,4.0038428359e-02,6.5114585897e+06,3.4719930453e+06,1.2275778483e+02,7.9061235329e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.4488100000e+05,1.9812879174e+03,2.0203442745e+03,5.3086660000e+02,8.6625263504e+03,1.2220772076e+04,8.0141640572e-01,3.1554279323e-04,3.1554279323e-04,1.0000000000e-02,0.0000000000e+00,1.5634939458e+19,6.1155826003e+19,0.0000000000e+00,4.6633525723e+20,1.5847926245e+18,1.7040019863e+20,4.6561564906e+01,6.1382523326e+00,3.7897811672e+01,2.4362096761e+00,8.8975681943e-02,2.0065706229e-11,3.1554279323e-04,3.9665606693e-02,6.5108240553e+06,3.4719930453e+06,1.3535246735e+02,7.8507595007e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5661800000e+05,1.9735892868e+03,2.0129681116e+03,6.2887930000e+02,8.7352591272e+03,1.2218896424e+04,7.9140532579e-01,2.8485591013e-04,2.8485591013e-04,1.0000000000e-02,0.0000000000e+00,1.2192562000e+19,4.9268516435e+19,0.0000000000e+00,4.6586245504e+20,1.6603412830e+18,1.4032147839e+20,3.8195444263e+01,6.2957300636e+00,2.9907467649e+01,1.9012043721e+00,9.0757321729e-02,1.7014618640e-11,2.8485591013e-04,3.8829023336e-02,6.5116859313e+06,3.4719930453e+06,1.4623017828e+02,7.7440910824e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6600800000e+05,1.9672227497e+03,2.0068351774e+03,7.0052080000e+02,8.7946847478e+03,1.2217395838e+04,7.8247039525e-01,2.6156858818e-04,2.6156858818e-04,1.0000000000e-02,0.0000000000e+00,9.4960208723e+18,3.9786262912e+19,0.0000000000e+00,4.6536941219e+20,1.7429606551e+18,1.1648992239e+20,3.1558707056e+01,6.4395465568e+00,2.3543683792e+01,1.4828085747e+00,9.2406563971e-02,1.4263324456e-11,2.6156858818e-04,3.7830950251e-02,6.5094922295e+06,3.4719930453e+06,1.5300392530e+02,7.6490232600e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7352000000e+05,1.9619158530e+03,2.0015015738e+03,7.5853330000e+02,8.8040831940e+03,1.2216195370e+04,7.7471116889e-01,2.4281345924e-04,2.4281345924e-04,1.0000000000e-02,0.0000000000e+00,7.3914048766e+18,3.2231303199e+19,0.0000000000e+00,4.6485586194e+20,1.8333432238e+18,9.7686559942e+19,2.6312629469e+01,6.5661019503e+00,1.8496882765e+01,1.1555540315e+00,9.3847909355e-02,1.1832224938e-11,2.4281345924e-04,3.6670679419e-02,6.5124722723e+06,3.4719930453e+06,1.5923457096e+02,7.5665915623e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7952900000e+05,1.9578661216e+03,1.9971808343e+03,7.6632420000e+02,8.7597153867e+03,1.2215235091e+04,7.6842806991e-01,2.2850648104e-04,2.2850648104e-04,1.0000000000e-02,0.0000000000e+00,5.7582113041e+18,2.6219045427e+19,0.0000000000e+00,4.6432388930e+20,1.9304362576e+18,8.2913536414e+19,2.2180907610e+01,6.6680775566e+00,1.4516678059e+01,9.0092696364e-01,9.4996524026e-02,9.6986652555e-12,2.2850648104e-04,3.5365552990e-02,6.5169510780e+06,3.4719930453e+06,1.6483443927e+02,7.4999177053e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8914400000e+05,1.9523671577e+03,1.9906769737e+03,7.2017060000e+02,8.5745018453e+03,1.2213698549e+04,7.5896386393e-01,2.0841683652e-04,2.0841683652e-04,1.0000000000e-02,0.0000000000e+00,3.2717660348e+18,1.6630347636e+19,0.0000000000e+00,4.6318366378e+20,2.1816021030e+18,6.0093616736e+19,1.5758616333e+01,6.8164912317e+00,8.3332533372e+00,5.1202802602e-01,9.6635320826e-02,5.9308166190e-12,2.0841683652e-04,3.1988268909e-02,6.5276163946e+06,3.4719930453e+06,1.7445145927e+02,7.3996058009e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9683600000e+05,1.9504369589e+03,1.9868416622e+03,5.3039770000e+02,8.2064356542e+03,1.2212469315e+04,7.5337722724e-01,1.9734687906e-04,1.9734687906e-04,1.0000000000e-02,0.0000000000e+00,1.5213018114e+18,9.1258919951e+18,0.0000000000e+00,4.6156185959e+20,2.5893275719e+18,4.3875243047e+19,1.1102273733e+01,6.8783592238e+00,3.8889469600e+00,2.3754073531e-01,9.7229466706e-02,2.8505657168e-12,1.9734687906e-04,2.7194785877e-02,6.5593823936e+06,3.4719930453e+06,1.8090941867e+02,7.3404600355e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
