t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_solid(bar),fO2_melt(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),p_N2(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_H2S(bar)
1.5056000000e+04,3.0871100581e+03,3.2891156818e+03,3.6590870000e+04,3.3780760571e+04,3.1049478450e+02,1.0000000000e+00,1.1949801314e+01,1.1949801314e+01,1.0000000000e-02,0.0,5.6163742711e+19,2.1680852757e+20,0.0,1.5868520787e+21,1.3146200026e+19,6.5236274730e+20,1.8173003592e+02,4.3796087013e+01,1.0126979398e+02,2.3453622883e+01,1.2607307294e+00,4.5209832523e-10,1.1949801314e+01,3.4599352401e-02,6.7028148104e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
1.6056000000e+04,3.0607592024e+03,3.2487455983e+03,3.3574810000e+04,3.0977670995e+04,3.1049522988e+02,1.0000000000e+00,9.7859825559e+00,9.7859825559e+00,1.0000000000e-02,0.0,5.6403438900e+19,2.1656711858e+20,0.0,1.5868905177e+21,1.3107657206e+19,6.4767344836e+20,1.7972558828e+02,4.3798208820e+01,1.0193901506e+02,2.2961819231e+01,1.2405626124e+00,4.6608980415e-10,9.7859825559e+00,3.4687192546e-02,6.6996898398e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
1.7056000000e+04,3.0363989223e+03,3.2118697536e+03,3.0771720000e+04,2.8657412865e+04,3.1049567526e+02,1.0000000000e+00,8.1139433101e+00,8.1139433101e+00,1.0000000000e-02,0.0,5.6618258399e+19,2.1635058710e+20,0.0,1.5869243056e+21,1.3073765702e+19,6.4413584398e+20,1.7818956344e+02,4.3800073932e+01,1.0254508780e+02,2.2508323198e+01,1.2221351943e+00,4.7973693447e-10,8.1139433101e+00,3.4764324427e-02,6.6977524111e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
1.8056000000e+04,3.0129856685e+03,3.1778514597e+03,2.8451470000e+04,2.6545121253e+04,3.1049612065e+02,1.0000000000e+00,6.7970194767e+00,6.7970194767e+00,1.0000000000e-02,0.0,5.6813008188e+19,2.1615412531e+20,0.0,1.5869544047e+21,1.3043563139e+19,6.4142352816e+20,1.7699038530e+02,4.3801735455e+01,1.0309975521e+02,2.2086738521e+01,1.2051366389e+00,4.9312368099e-10,6.7970194767e+00,3.4832951677e-02,6.6942050395e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
1.9056000000e+04,2.9913554203e+03,3.1464373926e+03,2.6339180000e+04,2.4796279994e+04,3.1049656604e+02,1.0000000000e+00,5.7501042566e+00,5.7501042566e+00,1.0000000000e-02,0.0,5.6990029243e+19,2.1597539489e+20,0.0,1.5869813363e+21,1.3016528401e+19,6.3933141836e+20,1.7604597640e+02,4.3803222152e+01,1.0360825416e+02,2.1694952856e+01,1.1894429755e+00,5.0622083445e-10,5.7501042566e+00,3.4894279853e-02,6.6927474639e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
2.0056000000e+04,2.9703540792e+03,3.1171820664e+03,2.4590340000e+04,2.2952337625e+04,3.1049701142e+02,1.0000000000e+00,4.9044779652e+00,4.9044779652e+00,1.0000000000e-02,0.0,5.7152543205e+19,2.1581117181e+20,0.0,1.5870057149e+21,1.2992046730e+19,6.3769785915e+20,1.7529076359e+02,4.3804567943e+01,1.0407870014e+02,2.1328184340e+01,1.1748332031e+00,5.1910170266e-10,4.9044779652e+00,3.4949726848e-02,6.6891016193e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
2.1056000000e+04,2.9531306019e+03,3.0901824170e+03,2.2746400000e+04,2.1608483995e+04,3.1049745681e+02,1.0000000000e+00,4.2226210260e+00,4.2226210260e+00,1.0000000000e-02,0.0,5.7300596357e+19,2.1566141303e+20,0.0,1.5870276473e+21,1.2970011705e+19,6.3642964535e+20,1.7468829193e+02,4.3805778705e+01,1.0451028747e+02,2.0988248299e+01,1.1613564391e+00,5.3161664900e-10,4.2226210260e+00,3.4999556598e-02,6.6866152170e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
2.2056000000e+04,2.9382055906e+03,3.0648250261e+03,2.1402550000e+04,2.0339826218e+04,3.1049790219e+02,1.0000000000e+00,3.6593584856e+00,3.6593584856e+00,1.0000000000e-02,0.0,5.7438027629e+19,2.1552227791e+20,0.0,1.5870477809e+21,1.2949775605e+19,6.3542555966e+20,1.7419627818e+02,4.3806890185e+01,1.0491344659e+02,2.0667876321e+01,1.1487066011e+00,5.4395592814e-10,3.6593584856e+00,3.5045254257e-02,6.6842200336e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
2.3056000000e+04,2.9209002829e+03,3.0409983385e+03,2.0133890000e+04,1.9176817014e+04,3.1049834757e+02,1.0000000000e+00,3.1913208621e+00,3.1913208621e+00,1.0000000000e-02,0.0,5.7565791873e+19,2.1539281207e+20,0.0,1.5870663131e+21,1.2931141148e+19,6.3463026210e+20,1.7379245739e+02,4.3807913271e+01,1.0529041451e+02,2.0365980954e+01,1.1368277920e+00,5.5610046373e-10,3.1913208621e+00,3.5087281515e-02,6.6818796140e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
2.4056000000e+04,2.8973850404e+03,3.0186397938e+03,1.8970880000e+04,1.7806607304e+04,3.1049879296e+02,1.0000000000e+00,2.8008553312e+00,2.8008553312e+00,1.0000000000e-02,0.0,5.7684517237e+19,2.1527238725e+20,0.0,1.5870833821e+21,1.2913970097e+19,6.3400168533e+20,1.7345999638e+02,4.3808855592e+01,1.0564256557e+02,2.0082031304e+01,1.1256885817e+00,5.6801072090e-10,2.8008553312e+00,3.5125964243e-02,6.6784008314e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
