,t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),viscosity(Pa.s),R_solid(m)
173,90651.58603212982,2139.0624578410916,2128.5129232283334,2482.3340633687576,3239.4487243256626,879.9970921835212,0.2685172509224307,1.0644733098122433e-05,8.651532490091025e+18,9.574791703940628e+18,2.5454307424591482e+20,2.0083191013607273e+20,1.8627527054705135e+20,7.747077330297156e+18,155.60476148838558,19.35817782018992,59.87253404727739,71.09781781598328,4.558488053069849,6.498161718108697e-06,1.0644733098122433e-05,0.032155353929320764,0.05598724071277741,5454442.416510606
174,91409.67327737063,2134.0653465489277,2123.4486078216796,2481.6918881021224,3238.997180515308,879.9970921835212,0.26543079568642564,1.0531426052908504e-05,8.701064873404335e+18,9.567022561112326e+18,2.5450185965837966e+20,2.017881118452426e+20,1.8499932423804115e+20,7.761572798063761e+18,156.15746581481432,19.56268468413462,61.08370487882629,70.31055717916168,4.480180519720044,6.217897317652079e-06,1.0531426052908504e-05,0.03226465487327598,0.05812467570150426,5461314.918963298
175,92168.19875431806,2129.066730021876,2118.383573025386,2480.5378074052383,3238.0538551813092,879.9970921835212,0.2623434107452712,1.042118098004325e-05,8.751463941065683e+18,9.556816271036908e+18,2.5446222585155938e+20,2.027553071368721e+20,1.8371502417326486e+20,7.779465159932876e+18,156.72112064394264,19.776212883313356,62.3126915411163,69.50565386476204,4.403621994533523,5.947915624373172e-06,1.042118098004325e-05,0.03237383263674282,0.060330630701283285,5468217.8250508895
176,92926.93416924775,2124.069103840346,2113.3209577224666,2479.422481095703,3237.152181149334,879.9970921835212,0.2592566374889369,1.0314028935484781e-05,8.802960068194713e+18,9.546770181161288e+18,2.5442134876764822e+20,2.0373762062095034e+20,1.8242251567514167e+20,7.796608630811459e+18,157.2876876893942,19.98905769167455,63.560576364479275,68.68582055199172,4.326660316402802,5.682530219327451e-06,1.0314028935484781e-05,0.03248417786568484,0.06260459064563091,5475181.196196955
177,93686.02997530252,2119.0616311267863,2108.2500887843958,2478.299889036516,3236.2356382326225,879.9970921835212,0.2563760573023482,1.0207287917671039e-05,8.855463815576658e+18,9.536389258365862e+18,2.5437981056298553e+20,2.0473308330280868e+20,1.811222060738043e+20,7.813570178830184e+18,157.85719606096518,20.202153628263808,64.82483957836995,67.85217145890535,4.249803868494885,5.423991465034297e-06,1.0207287917671039e-05,0.03259527283763064,0.06495220155374759,5482189.127670234
178,94368.1966734901,2114.5017930390277,2103.640187206728,2474.935333602156,3233.1008760364803,879.9970921835212,0.2537994601081641,1.0100027437392273e-05,8.904022617623678e+18,9.51864544645759e+18,2.543494747301202e+20,2.0564937269388037e+20,1.7992799588726594e+20,7.839194291819293e+18,158.38758302065798,20.417792309167407,65.9615102727755,67.09101047675989,4.186720698460627,5.2149443800318445e-06,1.0100027437392273e-05,0.032691424287349766,0.06715063071970759,5488595.885157193
179,95116.21303400397,2109.5081357438607,2098.578851284876,2475.376852439567,3233.6988621443534,879.9970921835212,0.2509777275975326,1.0009114886264161e-05,8.958116227388812e+18,9.51329858780591e+18,2.5430134217929956e+20,2.0666330616003772e+20,1.7863235304619442e+20,7.849847283782992e+18,158.95926689269373,20.61996117486863,67.27887283902048,66.22150773068442,4.105599684319697,4.953736031012098e-06,1.0009114886264161e-05,0.03280767324414865,0.06962512381142485,5495640.079816114
180,95865.17948913574,2104.5076258568356,2093.5191951345023,2473.6395605646394,3232.1464095291967,879.9970921835212,0.24815212293867708,9.905418699429271e-06,9.013213882617429e+18,9.500321321016852e+18,2.5425983069905604e+20,2.0768985865407722e+20,1.7732020914478052e+20,7.868650921157337e+18,159.5374943911034,20.838340202544522,68.57993992595765,65.35248340074828,4.030718833863362,4.71887409405925e-06,9.905418699429271e-06,0.032919221190309066,0.07217388009128008,5502723.308852968
181,96539.1805658862,2100.010795006801,2088.982668520621,2467.8997642075574,3226.6004888551574,879.9970921835212,0.24561112882267466,9.783648083895493e-06,9.061162672043442e+18,9.476407483215086e+18,2.5423624112534615e+20,2.0857961500590378e+20,1.7616290905912368e+20,7.901687060628e+18,160.06425123221777,21.06598466384382,69.69117175768984,64.59341115545976,3.975474341261808,4.549769506502975e-06,9.783648083895493e-06,0.03300884084925893,0.07452767103851296,5508820.225855199
182,97288.59843284637,2095.021913379531,2083.9397660180116,2463.764566838211,3222.634917045532,879.9970921835212,0.24279209486674347,9.648908283887082e-06,9.108985462206441e+18,9.463796863267504e+18,2.5420152473220124e+20,2.094623372364023e+20,1.7499989617067288e+20,7.92626868387541e+18,160.6273939978386,21.28935798228555,70.94098669652254,63.74734528265948,3.9089701814083533,4.355444387064757e-06,9.648908283887082e-06,0.03311260898427443,0.0772095960499569,5514829.129718279
