pressure[Pa] solidus[K] liquidus[K]
7.5673e+10 3.5952e+03 4.6290e+03
7.5738e+10 3.5960e+03 4.6304e+03
7.5803e+10 3.5968e+03 4.6317e+03
7.5869e+10 3.5976e+03 4.6330e+03
7.5934e+10 3.5983e+03 4.6344e+03
7.5999e+10 3.5991e+03 4.6357e+03
7.6064e+10 3.5999e+03 4.6370e+03
7.6129e+10 3.6007e+03 4.6383e+03
7.6194e+10 3.6015e+03 4.6396e+03
7.6260e+10 3.6023e+03 4.6409e+03
7.6325e+10 3.6031e+03 4.6423e+03
7.6390e+10 3.6039e+03 4.6436e+03
7.6455e+10 3.6047e+03 4.6449e+03
7.6520e+10 3.6055e+03 4.6462e+03
7.6585e+10 3.6063e+03 4.6475e+03
7.6651e+10 3.6071e+03 4.6488e+03
7.6716e+10 3.6079e+03 4.6501e+03
7.6781e+10 3.6087e+03 4.6514e+03
7.6846e+10 3.6095e+03 4.6527e+03
7.6911e+10 3.6103e+03 4.6540e+03
7.6977e+10 3.6111e+03 4.6553e+03
7.7042e+10 3.6119e+03 4.6566e+03
7.7107e+10 3.6126e+03 4.6578e+03
7.7172e+10 3.6134e+03 4.6591e+03
7.7237e+10 3.6142e+03 4.6604e+03
7.7302e+10 3.6150e+03 4.6617e+03
7.7368e+10 3.6158e+03 4.6630e+03
7.7433e+10 3.6166e+03 4.6643e+03
7.7498e+10 3.6174e+03 4.6655e+03
7.7563e+10 3.6182e+03 4.6668e+03
7.7628e+10 3.6190e+03 4.6681e+03
7.7694e+10 3.6198e+03 4.6694e+03
7.7759e+10 3.6205e+03 4.6706e+03
7.7824e+10 3.6213e+03 4.6719e+03
7.7889e+10 3.6221e+03 4.6732e+03
7.7954e+10 3.6229e+03 4.6745e+03
7.8019e+10 3.6237e+03 4.6757e+03
7.8085e+10 3.6245e+03 4.6770e+03
7.8150e+10 3.6253e+03 4.6782e+03
7.8215e+10 3.6261e+03 4.6795e+03
7.8280e+10 3.6269e+03 4.6808e+03
7.8345e+10 3.6276e+03 4.6820e+03
7.8411e+10 3.6284e+03 4.6833e+03
7.8476e+10 3.6292e+03 4.6845e+03
7.8541e+10 3.6300e+03 4.6858e+03
7.8606e+10 3.6308e+03 4.6870e+03
7.8671e+10 3.6316e+03 4.6883e+03
7.8736e+10 3.6324e+03 4.6895e+03
7.8802e+10 3.6331e+03 4.6908e+03
7.8867e+10 3.6339e+03 4.6920e+03
7.8932e+10 3.6347e+03 4.6932e+03
7.8997e+10 3.6355e+03 4.6945e+03
7.9062e+10 3.6363e+03 4.6957e+03
7.9127e+10 3.6371e+03 4.6969e+03
7.9193e+10 3.6379e+03 4.6982e+03
7.9258e+10 3.6386e+03 4.6994e+03
7.9323e+10 3.6394e+03 4.7006e+03
7.9388e+10 3.6402e+03 4.7019e+03
7.9453e+10 3.6410e+03 4.7031e+03
7.9519e+10 3.6418e+03 4.7043e+03
7.9584e+10 3.6426e+03 4.7055e+03
7.9649e+10 3.6433e+03 4.7068e+03
7.9714e+10 3.6441e+03 4.7080e+03
7.9779e+10 3.6449e+03 4.7092e+03
7.9844e+10 3.6457e+03 4.7104e+03
7.9910e+10 3.6465e+03 4.7116e+03
7.9975e+10 3.6472e+03 4.7128e+03
8.0040e+10 3.6480e+03 4.7140e+03
8.0105e+10 3.6488e+03 4.7153e+03
8.0170e+10 3.6496e+03 4.7165e+03
8.0236e+10 3.6504e+03 4.7177e+03
8.0301e+10 3.6511e+03 4.7189e+03
8.0366e+10 3.6519e+03 4.7201e+03
8.0431e+10 3.6527e+03 4.7213e+03
8.0496e+10 3.6535e+03 4.7225e+03
8.0561e+10 3.6543e+03 4.7237e+03
8.0627e+10 3.6550e+03 4.7249e+03
8.0692e+10 3.6558e+03 4.7261e+03
8.0757e+10 3.6566e+03 4.7272e+03
8.0822e+10 3.6574e+03 4.7284e+03
8.0887e+10 3.6582e+03 4.7296e+03
8.0952e+10 3.6589e+03 4.7308e+03
8.1018e+10 3.6597e+03 4.7320e+03
8.1083e+10 3.6605e+03 4.7332e+03
8.1148e+10 3.6613e+03 4.7344e+03
8.1213e+10 3.6620e+03 4.7355e+03
8.1278e+10 3.6628e+03 4.7367e+03
8.1344e+10 3.6636e+03 4.7379e+03
8.1409e+10 3.6644e+03 4.7391e+03
8.1474e+10 3.6652e+03 4.7402e+03
8.1539e+10 3.6659e+03 4.7414e+03
8.1604e+10 3.6667e+03 4.7426e+03
8.1669e+10 3.6675e+03 4.7438e+03
8.1735e+10 3.6683e+03 4.7449e+03
8.1800e+10 3.6690e+03 4.7461e+03
8.1865e+10 3.6698e+03 4.7473e+03
8.1930e+10 3.6706e+03 4.7484e+03
8.1995e+10 3.6714e+03 4.7496e+03
8.2061e+10 3.6721e+03 4.7507e+03
8.2126e+10 3.6729e+03 4.7519e+03
8.2191e+10 3.6737e+03 4.7530e+03
8.2256e+10 3.6744e+03 4.7542e+03
8.2321e+10 3.6752e+03 4.7554e+03
8.2386e+10 3.6760e+03 4.7565e+03
8.2452e+10 3.6768e+03 4.7577e+03
8.2517e+10 3.6775e+03 4.7588e+03
8.2582e+10 3.6783e+03 4.7599e+03
8.2647e+10 3.6791e+03 4.7611e+03
8.2712e+10 3.6799e+03 4.7622e+03
8.2778e+10 3.6806e+03 4.7634e+03
8.2843e+10 3.6814e+03 4.7645e+03
8.2908e+10 3.6822e+03 4.7656e+03
8.2973e+10 3.6829e+03 4.7668e+03
8.3038e+10 3.6837e+03 4.7679e+03
8.3103e+10 3.6845e+03 4.7690e+03
8.3169e+10 3.6853e+03 4.7702e+03
8.3234e+10 3.6860e+03 4.7713e+03
8.3299e+10 3.6868e+03 4.7724e+03
8.3364e+10 3.6876e+03 4.7736e+03
8.3429e+10 3.6883e+03 4.7747e+03
8.3494e+10 3.6891e+03 4.7758e+03
8.3560e+10 3.6899e+03 4.7769e+03
8.3625e+10 3.6906e+03 4.7781e+03
8.3690e+10 3.6914e+03 4.7792e+03
8.3755e+10 3.6922e+03 4.7803e+03
8.3820e+10 3.6929e+03 4.7814e+03
8.3886e+10 3.6937e+03 4.7825e+03
8.3951e+10 3.6945e+03 4.7836e+03
8.4016e+10 3.6953e+03 4.7847e+03
8.4081e+10 3.6960e+03 4.7858e+03
8.4146e+10 3.6968e+03 4.7870e+03
8.4211e+10 3.6976e+03 4.7881e+03
8.4277e+10 3.6983e+03 4.7892e+03
8.4342e+10 3.6991e+03 4.7903e+03
8.4407e+10 3.6999e+03 4.7914e+03
8.4472e+10 3.7006e+03 4.7925e+03
8.4537e+10 3.7014e+03 4.7936e+03
8.4603e+10 3.7022e+03 4.7947e+03
8.4668e+10 3.7029e+03 4.7958e+03
8.4733e+10 3.7037e+03 4.7968e+03
8.4798e+10 3.7045e+03 4.7979e+03
8.4863e+10 3.7052e+03 4.7990e+03
8.4928e+10 3.7060e+03 4.8001e+03
8.4994e+10 3.7067e+03 4.8012e+03
8.5059e+10 3.7075e+03 4.8023e+03
8.5124e+10 3.7083e+03 4.8034e+03
8.5189e+10 3.7090e+03 4.8045e+03
8.5254e+10 3.7098e+03 4.8055e+03
8.5319e+10 3.7106e+03 4.8066e+03
8.5385e+10 3.7113e+03 4.8077e+03
8.5450e+10 3.7121e+03 4.8088e+03
8.5515e+10 3.7129e+03 4.8098e+03
8.5580e+10 3.7136e+03 4.8109e+03
8.5645e+10 3.7144e+03 4.8120e+03
8.5711e+10 3.7152e+03 4.8131e+03
8.5776e+10 3.7159e+03 4.8141e+03
8.5841e+10 3.7167e+03 4.8152e+03
8.5906e+10 3.7174e+03 4.8163e+03
8.5971e+10 3.7182e+03 4.8173e+03
8.6036e+10 3.7190e+03 4.8184e+03
8.6102e+10 3.7197e+03 4.8195e+03
8.6167e+10 3.7205e+03 4.8205e+03
8.6232e+10 3.7212e+03 4.8216e+03
8.6297e+10 3.7220e+03 4.8226e+03
8.6362e+10 3.7228e+03 4.8237e+03
8.6428e+10 3.7235e+03 4.8247e+03
8.6493e+10 3.7243e+03 4.8258e+03
8.6558e+10 3.7251e+03 4.8268e+03
8.6623e+10 3.7258e+03 4.8279e+03
8.6688e+10 3.7266e+03 4.8289e+03
8.6753e+10 3.7273e+03 4.8300e+03
8.6819e+10 3.7281e+03 4.8310e+03
8.6884e+10 3.7289e+03 4.8321e+03
8.6949e+10 3.7296e+03 4.8331e+03
8.7014e+10 3.7304e+03 4.8342e+03
8.7079e+10 3.7311e+03 4.8352e+03
8.7145e+10 3.7319e+03 4.8362e+03
8.7210e+10 3.7326e+03 4.8373e+03
8.7275e+10 3.7334e+03 4.8383e+03
8.7340e+10 3.7342e+03 4.8393e+03
8.7405e+10 3.7349e+03 4.8404e+03
8.7470e+10 3.7357e+03 4.8414e+03
8.7536e+10 3.7364e+03 4.8424e+03
8.7601e+10 3.7372e+03 4.8434e+03
8.7666e+10 3.7380e+03 4.8445e+03
8.7731e+10 3.7387e+03 4.8455e+03
8.7796e+10 3.7395e+03 4.8465e+03
8.7861e+10 3.7402e+03 4.8475e+03
8.7927e+10 3.7410e+03 4.8486e+03
8.7992e+10 3.7417e+03 4.8496e+03
8.8057e+10 3.7425e+03 4.8506e+03
8.8122e+10 3.7432e+03 4.8516e+03
8.8187e+10 3.7440e+03 4.8526e+03
8.8253e+10 3.7448e+03 4.8536e+03
8.8318e+10 3.7455e+03 4.8546e+03
8.8383e+10 3.7463e+03 4.8557e+03
8.8448e+10 3.7470e+03 4.8567e+03
8.8513e+10 3.7478e+03 4.8577e+03
8.8578e+10 3.7485e+03 4.8587e+03
8.8644e+10 3.7493e+03 4.8597e+03
8.8709e+10 3.7500e+03 4.8607e+03
8.8774e+10 3.7508e+03 4.8617e+03
8.8839e+10 3.7516e+03 4.8627e+03
8.8904e+10 3.7523e+03 4.8637e+03
8.8970e+10 3.7531e+03 4.8647e+03
8.9035e+10 3.7538e+03 4.8657e+03
8.9100e+10 3.7546e+03 4.8667e+03
8.9165e+10 3.7553e+03 4.8677e+03
8.9230e+10 3.7561e+03 4.8687e+03
8.9295e+10 3.7568e+03 4.8696e+03
8.9361e+10 3.7576e+03 4.8706e+03
8.9426e+10 3.7583e+03 4.8716e+03
8.9491e+10 3.7591e+03 4.8726e+03
8.9556e+10 3.7598e+03 4.8736e+03
8.9621e+10 3.7606e+03 4.8746e+03
8.9686e+10 3.7613e+03 4.8755e+03
8.9752e+10 3.7621e+03 4.8765e+03
8.9817e+10 3.7628e+03 4.8775e+03
8.9882e+10 3.7636e+03 4.8785e+03
8.9947e+10 3.7643e+03 4.8795e+03
9.0012e+10 3.7651e+03 4.8804e+03
9.0078e+10 3.7659e+03 4.8814e+03
9.0143e+10 3.7666e+03 4.8824e+03
9.0208e+10 3.7674e+03 4.8833e+03
9.0273e+10 3.7681e+03 4.8843e+03
9.0338e+10 3.7689e+03 4.8853e+03
9.0403e+10 3.7696e+03 4.8863e+03
9.0469e+10 3.7704e+03 4.8872e+03
9.0534e+10 3.7711e+03 4.8882e+03
9.0599e+10 3.7719e+03 4.8891e+03
9.0664e+10 3.7726e+03 4.8901e+03
9.0729e+10 3.7734e+03 4.8911e+03
9.0795e+10 3.7741e+03 4.8920e+03
9.0860e+10 3.7748e+03 4.8930e+03
9.0925e+10 3.7756e+03 4.8939e+03
9.0990e+10 3.7763e+03 4.8949e+03
9.1055e+10 3.7771e+03 4.8958e+03
9.1120e+10 3.7778e+03 4.8968e+03
9.1186e+10 3.7786e+03 4.8977e+03
9.1251e+10 3.7793e+03 4.8987e+03
9.1316e+10 3.7801e+03 4.8996e+03
9.1381e+10 3.7808e+03 4.9006e+03
9.1446e+10 3.7816e+03 4.9015e+03
9.1512e+10 3.7823e+03 4.9025e+03
9.1577e+10 3.7831e+03 4.9034e+03
9.1642e+10 3.7838e+03 4.9043e+03
9.1707e+10 3.7846e+03 4.9053e+03
9.1772e+10 3.7853e+03 4.9062e+03
9.1837e+10 3.7861e+03 4.9072e+03
9.1903e+10 3.7868e+03 4.9081e+03
9.1968e+10 3.7876e+03 4.9090e+03
9.2033e+10 3.7883e+03 4.9100e+03
9.2098e+10 3.7891e+03 4.9109e+03
9.2163e+10 3.7898e+03 4.9118e+03
9.2228e+10 3.7905e+03 4.9127e+03
9.2294e+10 3.7913e+03 4.9137e+03
9.2359e+10 3.7920e+03 4.9146e+03
9.2424e+10 3.7928e+03 4.9155e+03
9.2489e+10 3.7935e+03 4.9164e+03
9.2554e+10 3.7943e+03 4.9174e+03
9.2620e+10 3.7950e+03 4.9183e+03
9.2685e+10 3.7958e+03 4.9192e+03
9.2750e+10 3.7965e+03 4.9201e+03
9.2815e+10 3.7972e+03 4.9210e+03
9.2880e+10 3.7980e+03 4.9220e+03
9.2945e+10 3.7987e+03 4.9229e+03
9.3011e+10 3.7995e+03 4.9238e+03
9.3076e+10 3.8002e+03 4.9247e+03
9.3141e+10 3.8010e+03 4.9256e+03
9.3206e+10 3.8017e+03 4.9265e+03
9.3271e+10 3.8025e+03 4.9274e+03
9.3337e+10 3.8032e+03 4.9283e+03
9.3402e+10 3.8039e+03 4.9292e+03
9.3467e+10 3.8047e+03 4.9301e+03
9.3532e+10 3.8054e+03 4.9310e+03
9.3597e+10 3.8062e+03 4.9319e+03
9.3662e+10 3.8069e+03 4.9328e+03
9.3728e+10 3.8077e+03 4.9337e+03
9.3793e+10 3.8084e+03 4.9346e+03
9.3858e+10 3.8091e+03 4.9355e+03
9.3923e+10 3.8099e+03 4.9364e+03
9.3988e+10 3.8106e+03 4.9373e+03
9.4053e+10 3.8114e+03 4.9382e+03
9.4119e+10 3.8121e+03 4.9391e+03
9.4184e+10 3.8128e+03 4.9400e+03
9.4249e+10 3.8136e+03 4.9409e+03
9.4314e+10 3.8143e+03 4.9418e+03
9.4379e+10 3.8151e+03 4.9426e+03
9.4445e+10 3.8158e+03 4.9435e+03
9.4510e+10 3.8165e+03 4.9444e+03
9.4575e+10 3.8173e+03 4.9453e+03
9.4640e+10 3.8180e+03 4.9462e+03
9.4705e+10 3.8188e+03 4.9471e+03
9.4770e+10 3.8195e+03 4.9479e+03
9.4836e+10 3.8202e+03 4.9488e+03
9.4901e+10 3.8210e+03 4.9497e+03
9.4966e+10 3.8217e+03 4.9506e+03
9.5031e+10 3.8225e+03 4.9514e+03
9.5096e+10 3.8232e+03 4.9523e+03
9.5162e+10 3.8239e+03 4.9532e+03
9.5227e+10 3.8247e+03 4.9540e+03
9.5292e+10 3.8254e+03 4.9549e+03
9.5357e+10 3.8262e+03 4.9558e+03
9.5422e+10 3.8269e+03 4.9566e+03
9.5487e+10 3.8276e+03 4.9575e+03
9.5553e+10 3.8284e+03 4.9584e+03
9.5618e+10 3.8291e+03 4.9592e+03
9.5683e+10 3.8299e+03 4.9601e+03
9.5748e+10 3.8306e+03 4.9609e+03
9.5813e+10 3.8313e+03 4.9618e+03
9.5879e+10 3.8321e+03 4.9627e+03
9.5944e+10 3.8328e+03 4.9635e+03
9.6009e+10 3.8335e+03 4.9644e+03
9.6074e+10 3.8343e+03 4.9652e+03
9.6139e+10 3.8350e+03 4.9661e+03
9.6204e+10 3.8358e+03 4.9669e+03
9.6270e+10 3.8365e+03 4.9678e+03
9.6335e+10 3.8372e+03 4.9686e+03
9.6400e+10 3.8380e+03 4.9695e+03
9.6465e+10 3.8387e+03 4.9703e+03
9.6530e+10 3.8394e+03 4.9712e+03
9.6595e+10 3.8402e+03 4.9720e+03
9.6661e+10 3.8409e+03 4.9728e+03
9.6726e+10 3.8416e+03 4.9737e+03
9.6791e+10 3.8424e+03 4.9745e+03
9.6856e+10 3.8431e+03 4.9754e+03
9.6921e+10 3.8438e+03 4.9762e+03
9.6987e+10 3.8446e+03 4.9770e+03
9.7052e+10 3.8453e+03 4.9779e+03
9.7117e+10 3.8461e+03 4.9787e+03
9.7182e+10 3.8468e+03 4.9795e+03
9.7247e+10 3.8475e+03 4.9804e+03
9.7312e+10 3.8483e+03 4.9812e+03
9.7378e+10 3.8490e+03 4.9820e+03
9.7443e+10 3.8497e+03 4.9829e+03
9.7508e+10 3.8505e+03 4.9837e+03
9.7573e+10 3.8512e+03 4.9845e+03
9.7638e+10 3.8519e+03 4.9853e+03
9.7704e+10 3.8527e+03 4.9861e+03
9.7769e+10 3.8534e+03 4.9870e+03
9.7834e+10 3.8541e+03 4.9878e+03
9.7899e+10 3.8549e+03 4.9886e+03
9.7964e+10 3.8556e+03 4.9894e+03
9.8029e+10 3.8563e+03 4.9902e+03
9.8095e+10 3.8571e+03 4.9911e+03
9.8160e+10 3.8578e+03 4.9919e+03
9.8225e+10 3.8585e+03 4.9927e+03
9.8290e+10 3.8593e+03 4.9935e+03
9.8355e+10 3.8600e+03 4.9943e+03
9.8421e+10 3.8607e+03 4.9951e+03
9.8486e+10 3.8615e+03 4.9959e+03
9.8551e+10 3.8622e+03 4.9967e+03
9.8616e+10 3.8629e+03 4.9975e+03
9.8681e+10 3.8636e+03 4.9983e+03
9.8746e+10 3.8644e+03 4.9992e+03
9.8812e+10 3.8651e+03 5.0000e+03
9.8877e+10 3.8658e+03 5.0008e+03
9.8942e+10 3.8666e+03 5.0016e+03
9.9007e+10 3.8673e+03 5.0024e+03
9.9072e+10 3.8680e+03 5.0032e+03
9.9137e+10 3.8688e+03 5.0040e+03
9.9203e+10 3.8695e+03 5.0047e+03
9.9268e+10 3.8702e+03 5.0055e+03
9.9333e+10 3.8710e+03 5.0063e+03
9.9398e+10 3.8717e+03 5.0071e+03
9.9463e+10 3.8724e+03 5.0079e+03
9.9529e+10 3.8731e+03 5.0087e+03
9.9594e+10 3.8739e+03 5.0095e+03
9.9659e+10 3.8746e+03 5.0103e+03
9.9724e+10 3.8753e+03 5.0111e+03
9.9789e+10 3.8761e+03 5.0119e+03
9.9854e+10 3.8768e+03 5.0126e+03
9.9920e+10 3.8775e+03 5.0134e+03
9.9985e+10 3.8783e+03 5.0142e+03
1.0005e+11 3.8790e+03 5.0150e+03
1.0012e+11 3.8797e+03 5.0158e+03
1.0018e+11 3.8804e+03 5.0165e+03
1.0025e+11 3.8812e+03 5.0173e+03
1.0031e+11 3.8819e+03 5.0181e+03
1.0038e+11 3.8826e+03 5.0189e+03
1.0044e+11 3.8834e+03 5.0197e+03
1.0051e+11 3.8841e+03 5.0204e+03
1.0057e+11 3.8848e+03 5.0212e+03
1.0064e+11 3.8855e+03 5.0220e+03
1.0070e+11 3.8863e+03 5.0227e+03
1.0077e+11 3.8870e+03 5.0235e+03
1.0083e+11 3.8877e+03 5.0243e+03
1.0090e+11 3.8885e+03 5.0250e+03
1.0096e+11 3.8892e+03 5.0258e+03
1.0103e+11 3.8899e+03 5.0266e+03
1.0109e+11 3.8906e+03 5.0273e+03
1.0116e+11 3.8914e+03 5.0281e+03
1.0122e+11 3.8921e+03 5.0289e+03
1.0129e+11 3.8928e+03 5.0296e+03
1.0135e+11 3.8935e+03 5.0304e+03
1.0142e+11 3.8943e+03 5.0311e+03
1.0148e+11 3.8950e+03 5.0319e+03
1.0155e+11 3.8957e+03 5.0326e+03
1.0161e+11 3.8964e+03 5.0334e+03
1.0168e+11 3.8972e+03 5.0342e+03
1.0174e+11 3.8979e+03 5.0349e+03
1.0181e+11 3.8986e+03 5.0357e+03
1.0187e+11 3.8993e+03 5.0364e+03
1.0194e+11 3.9001e+03 5.0372e+03
1.0201e+11 3.9008e+03 5.0379e+03
1.0207e+11 3.9015e+03 5.0387e+03
1.0214e+11 3.9022e+03 5.0394e+03
1.0220e+11 3.9030e+03 5.0401e+03
1.0227e+11 3.9037e+03 5.0409e+03
1.0233e+11 3.9044e+03 5.0416e+03
1.0240e+11 3.9051e+03 5.0424e+03
1.0246e+11 3.9059e+03 5.0431e+03
1.0253e+11 3.9066e+03 5.0438e+03
1.0259e+11 3.9073e+03 5.0446e+03
1.0266e+11 3.9080e+03 5.0453e+03
1.0272e+11 3.9088e+03 5.0461e+03
1.0279e+11 3.9095e+03 5.0468e+03
1.0285e+11 3.9102e+03 5.0475e+03
1.0292e+11 3.9109e+03 5.0483e+03
1.0298e+11 3.9117e+03 5.0490e+03
1.0305e+11 3.9124e+03 5.0497e+03
1.0311e+11 3.9131e+03 5.0505e+03
1.0318e+11 3.9138e+03 5.0512e+03
1.0324e+11 3.9146e+03 5.0519e+03
1.0331e+11 3.9153e+03 5.0526e+03
1.0337e+11 3.9160e+03 5.0534e+03
1.0344e+11 3.9167e+03 5.0541e+03
1.0350e+11 3.9174e+03 5.0548e+03
1.0357e+11 3.9182e+03 5.0555e+03
1.0363e+11 3.9189e+03 5.0563e+03
1.0370e+11 3.9196e+03 5.0570e+03
1.0377e+11 3.9203e+03 5.0577e+03
1.0383e+11 3.9211e+03 5.0584e+03
1.0390e+11 3.9218e+03 5.0591e+03
1.0396e+11 3.9225e+03 5.0598e+03
1.0403e+11 3.9232e+03 5.0606e+03
1.0409e+11 3.9239e+03 5.0613e+03
1.0416e+11 3.9247e+03 5.0620e+03
1.0422e+11 3.9254e+03 5.0627e+03
1.0429e+11 3.9261e+03 5.0634e+03
1.0435e+11 3.9268e+03 5.0641e+03
1.0442e+11 3.9276e+03 5.0648e+03
1.0448e+11 3.9283e+03 5.0655e+03
1.0455e+11 3.9290e+03 5.0662e+03
1.0461e+11 3.9297e+03 5.0669e+03
1.0468e+11 3.9304e+03 5.0676e+03
1.0474e+11 3.9312e+03 5.0684e+03
1.0481e+11 3.9319e+03 5.0691e+03
1.0487e+11 3.9326e+03 5.0698e+03
1.0494e+11 3.9333e+03 5.0705e+03
1.0500e+11 3.9340e+03 5.0712e+03
1.0507e+11 3.9348e+03 5.0719e+03
1.0513e+11 3.9355e+03 5.0725e+03
1.0520e+11 3.9362e+03 5.0732e+03
1.0526e+11 3.9369e+03 5.0739e+03
1.0533e+11 3.9376e+03 5.0746e+03
1.0539e+11 3.9384e+03 5.0753e+03
1.0546e+11 3.9391e+03 5.0760e+03
1.0553e+11 3.9398e+03 5.0767e+03
1.0559e+11 3.9405e+03 5.0774e+03
1.0566e+11 3.9412e+03 5.0781e+03
1.0572e+11 3.9420e+03 5.0788e+03
1.0579e+11 3.9427e+03 5.0795e+03
1.0585e+11 3.9434e+03 5.0802e+03
1.0592e+11 3.9441e+03 5.0808e+03
1.0598e+11 3.9448e+03 5.0815e+03
1.0605e+11 3.9455e+03 5.0822e+03
1.0611e+11 3.9463e+03 5.0829e+03
1.0618e+11 3.9470e+03 5.0836e+03
1.0624e+11 3.9477e+03 5.0842e+03
1.0631e+11 3.9484e+03 5.0849e+03
1.0637e+11 3.9491e+03 5.0856e+03
1.0644e+11 3.9499e+03 5.0863e+03
1.0650e+11 3.9506e+03 5.0870e+03
1.0657e+11 3.9513e+03 5.0876e+03
1.0663e+11 3.9520e+03 5.0883e+03
1.0670e+11 3.9527e+03 5.0890e+03
1.0676e+11 3.9534e+03 5.0897e+03
1.0683e+11 3.9542e+03 5.0903e+03
1.0689e+11 3.9549e+03 5.0910e+03
1.0696e+11 3.9556e+03 5.0917e+03
1.0702e+11 3.9563e+03 5.0923e+03
1.0709e+11 3.9570e+03 5.0930e+03
1.0715e+11 3.9577e+03 5.0937e+03
1.0722e+11 3.9585e+03 5.0943e+03
1.0728e+11 3.9592e+03 5.0950e+03
1.0735e+11 3.9599e+03 5.0957e+03
1.0742e+11 3.9606e+03 5.0963e+03
1.0748e+11 3.9613e+03 5.0970e+03
1.0755e+11 3.9620e+03 5.0976e+03
1.0761e+11 3.9628e+03 5.0983e+03
1.0768e+11 3.9635e+03 5.0990e+03
1.0774e+11 3.9642e+03 5.0996e+03
1.0781e+11 3.9649e+03 5.1003e+03
1.0787e+11 3.9656e+03 5.1009e+03
1.0794e+11 3.9663e+03 5.1016e+03
1.0800e+11 3.9671e+03 5.1022e+03
1.0807e+11 3.9678e+03 5.1029e+03
1.0813e+11 3.9685e+03 5.1035e+03
1.0820e+11 3.9692e+03 5.1042e+03
1.0826e+11 3.9699e+03 5.1048e+03
1.0833e+11 3.9706e+03 5.1055e+03
1.0839e+11 3.9713e+03 5.1061e+03
1.0846e+11 3.9721e+03 5.1068e+03
1.0852e+11 3.9728e+03 5.1074e+03
1.0859e+11 3.9735e+03 5.1081e+03
1.0865e+11 3.9742e+03 5.1087e+03
1.0872e+11 3.9749e+03 5.1094e+03
1.0878e+11 3.9756e+03 5.1100e+03
1.0885e+11 3.9763e+03 5.1107e+03
1.0891e+11 3.9771e+03 5.1113e+03
1.0898e+11 3.9778e+03 5.1119e+03
1.0904e+11 3.9785e+03 5.1126e+03
1.0911e+11 3.9792e+03 5.1132e+03
1.0918e+11 3.9799e+03 5.1138e+03
1.0924e+11 3.9806e+03 5.1145e+03
1.0931e+11 3.9813e+03 5.1151e+03
1.0937e+11 3.9820e+03 5.1157e+03
1.0944e+11 3.9828e+03 5.1164e+03
1.0950e+11 3.9835e+03 5.1170e+03
1.0957e+11 3.9842e+03 5.1176e+03
1.0963e+11 3.9849e+03 5.1183e+03
1.0970e+11 3.9856e+03 5.1189e+03
1.0976e+11 3.9863e+03 5.1195e+03
1.0983e+11 3.9870e+03 5.1202e+03
1.0989e+11 3.9877e+03 5.1208e+03
1.0996e+11 3.9885e+03 5.1214e+03
1.1002e+11 3.9892e+03 5.1220e+03
1.1009e+11 3.9899e+03 5.1227e+03
1.1015e+11 3.9906e+03 5.1233e+03
1.1022e+11 3.9913e+03 5.1239e+03
1.1028e+11 3.9920e+03 5.1245e+03
1.1035e+11 3.9927e+03 5.1251e+03
1.1041e+11 3.9934e+03 5.1258e+03
1.1048e+11 3.9942e+03 5.1264e+03
1.1054e+11 3.9949e+03 5.1270e+03
1.1061e+11 3.9956e+03 5.1276e+03
1.1067e+11 3.9963e+03 5.1282e+03
1.1074e+11 3.9970e+03 5.1288e+03
1.1080e+11 3.9977e+03 5.1295e+03
1.1087e+11 3.9984e+03 5.1301e+03
1.1093e+11 3.9991e+03 5.1307e+03
1.1100e+11 3.9998e+03 5.1313e+03
1.1107e+11 4.0006e+03 5.1319e+03
1.1113e+11 4.0013e+03 5.1325e+03
1.1120e+11 4.0020e+03 5.1331e+03
1.1126e+11 4.0027e+03 5.1337e+03
1.1133e+11 4.0034e+03 5.1343e+03
1.1139e+11 4.0041e+03 5.1349e+03
1.1146e+11 4.0048e+03 5.1355e+03
1.1152e+11 4.0055e+03 5.1361e+03
1.1159e+11 4.0062e+03 5.1367e+03
1.1165e+11 4.0069e+03 5.1373e+03
1.1172e+11 4.0077e+03 5.1379e+03
1.1178e+11 4.0084e+03 5.1385e+03
1.1185e+11 4.0091e+03 5.1391e+03
1.1191e+11 4.0098e+03 5.1397e+03
1.1198e+11 4.0105e+03 5.1403e+03
1.1204e+11 4.0112e+03 5.1409e+03
1.1211e+11 4.0119e+03 5.1415e+03
1.1217e+11 4.0126e+03 5.1421e+03
1.1224e+11 4.0133e+03 5.1427e+03
1.1230e+11 4.0140e+03 5.1433e+03
1.1237e+11 4.0147e+03 5.1439e+03
1.1243e+11 4.0155e+03 5.1445e+03
1.1250e+11 4.0162e+03 5.1451e+03
1.1256e+11 4.0169e+03 5.1457e+03
1.1263e+11 4.0176e+03 5.1463e+03
1.1269e+11 4.0183e+03 5.1469e+03
1.1276e+11 4.0190e+03 5.1474e+03
1.1283e+11 4.0197e+03 5.1480e+03
1.1289e+11 4.0204e+03 5.1486e+03
1.1296e+11 4.0211e+03 5.1492e+03
1.1302e+11 4.0218e+03 5.1498e+03
1.1309e+11 4.0225e+03 5.1504e+03
1.1315e+11 4.0232e+03 5.1509e+03
1.1322e+11 4.0240e+03 5.1515e+03
1.1328e+11 4.0247e+03 5.1521e+03
1.1335e+11 4.0254e+03 5.1527e+03
1.1341e+11 4.0261e+03 5.1533e+03
1.1348e+11 4.0268e+03 5.1538e+03
1.1354e+11 4.0275e+03 5.1544e+03
