pressure[Pa] solidus[K] liquidus[K]
2.550000000000000000e+11 6.146788819373950901e+03 6.752295753433017126e+03
2.560000000000000000e+11 6.162744146252693099e+03 6.769878491049877994e+03
2.570000000000000000e+11 6.178699472813145803e+03 6.787461396840602902e+03
2.580000000000000000e+11 6.194654799350237226e+03 6.805044469762350673e+03
2.590000000000000000e+11 6.210610125816706386e+03 6.822627708603024075e+03
2.600000000000000000e+11 6.226565452041601020e+03 6.840211112008087184e+03
2.610000000000000000e+11 6.242520777843682481e+03 6.857794678234918138e+03
2.620000000000000000e+11 6.258476103047060860e+03 6.875378407148715269e+03
2.630000000000000000e+11 6.274431427706412251e+03 6.892962300158125799e+03
2.640000000000000000e+11 6.290386752053610508e+03 6.910546358596870959e+03
2.650000000000000000e+11 6.306342076321688182e+03 6.928130583494460552e+03
2.660000000000000000e+11 6.322297400742901118e+03 6.945714975658686853e+03
2.670000000000000000e+11 6.338252725559164901e+03 6.963299535756999830e+03
2.680000000000000000e+11 6.354208050940457724e+03 6.980884264324377909e+03
2.690000000000000000e+11 6.370163376575498660e+03 6.998469161089173213e+03
2.700000000000000000e+11 6.386118702317474344e+03 7.016054225179733294e+03
2.710000000000000000e+11 6.402074028124812685e+03 7.033639455433431067e+03
2.720000000000000000e+11 6.418029354271297052e+03 7.051224850551568125e+03
2.730000000000000000e+11 6.433984680675788695e+03 7.068810408622625800e+03
2.740000000000000000e+11 6.449940006973365598e+03 7.086396126420014298e+03
2.750000000000000000e+11 6.465895332777661679e+03 7.103982001895916255e+03
2.760000000000000000e+11 6.481850657674374816e+03 7.121568035313629480e+03
2.770000000000000000e+11 6.497805981213607993e+03 7.139154228357023385e+03
2.780000000000000000e+11 6.513761302901406452e+03 7.156740582602747963e+03
2.790000000000000000e+11 6.529716622190481758e+03 7.174327099302168790e+03
2.800000000000000000e+11 6.545671938433762989e+03 7.191913779507764957e+03
2.810000000000000000e+11 6.561627250623299915e+03 7.209500624085287200e+03
2.820000000000000000e+11 6.577582558890538166e+03 7.227087633547474070e+03
2.830000000000000000e+11 6.593537864656926104e+03 7.244674807068640803e+03
2.840000000000000000e+11 6.609493169082968961e+03 7.262262143488603215e+03
2.850000000000000000e+11 6.625448473270378599e+03 7.279849641531111047e+03
2.860000000000000000e+11 6.641403778233985577e+03 7.297437299091662680e+03
2.870000000000000000e+11 6.657359084977190832e+03 7.315025113605572187e+03
2.880000000000000000e+11 6.673314394492212159e+03 7.332613082994257638e+03
2.890000000000000000e+11 6.689269707757094693e+03 7.350201205676662539e+03
2.900000000000000000e+11 6.705225025745979110e+03 7.367789482030811996e+03
2.910000000000000000e+11 6.721180349358320200e+03 7.385377912814477895e+03
2.920000000000000000e+11 6.737135678483499760e+03 7.402966498715170019e+03
2.930000000000000000e+11 6.753091012442740066e+03 7.420555240180191504e+03
2.940000000000000000e+11 6.769046350742794857e+03 7.438144137319864058e+03
2.950000000000000000e+11 6.785001692640899819e+03 7.455733190091527831e+03
2.960000000000000000e+11 6.800957037289447726e+03 7.473322398536515720e+03
2.970000000000000000e+11 6.816912383020819107e+03 7.490911763133505701e+03
