radius[km] solidus[K] liquidus[K]
4356.16766876688 3625.96702135886 4668.27784149771
4356.4547119712 3625.79343243854 4668.0360657831
4356.74175517552 3625.61981769802 4667.79424323775
4357.02879837984 3625.4461771373 4667.55237386165
4357.31584158416 3625.27251075639 4667.3104576548
4357.60288478848 3625.09881855528 4667.06849461721
4357.8899279928 3624.92510053398 4666.82648474887
4358.17697119712 3624.75135669248 4666.58442804978
4358.46401440144 3624.57758703079 4666.34232451995
4358.75105760576 3624.4037915489 4666.10017415937
4359.03810081008 3624.22997024682 4665.85797696804
4359.3251440144 3624.05612312454 4665.61573294597
4359.61218721872 3623.88225018206 4665.37344209314
4359.89923042304 3623.70835141939 4665.13110440958
4360.18627362736 3623.53442683653 4664.88871989526
4360.47331683168 3623.36047643347 4664.6462885502
4360.760360036 3623.18650021021 4664.40381037439
4361.04740324032 3623.01249816676 4664.16128536784
4361.33444644464 3622.83847030311 4663.91871353054
4361.62148964897 3622.66441661926 4663.67609486249
4361.90853285329 3622.49033711522 4663.43342936369
4362.19557605761 3622.31623179099 4663.19071703415
4362.48261926193 3622.14210064656 4662.94795787386
4362.76966246625 3621.96794368193 4662.70515188283
4363.05670567057 3621.79376089711 4662.46229906105
4363.34374887489 3621.6195522921 4662.21939940852
4363.63079207921 3621.44531786689 4661.97645292524
4363.91783528353 3621.27105762148 4661.73345961122
4364.20487848785 3621.09677155587 4661.49041946645
4364.49192169217 3620.92245967008 4661.24733249094
4364.77896489649 3620.74812196408 4661.00419868467
4365.06600810081 3620.57375843789 4660.76101804766
4365.35305130513 3620.39936909151 4660.51779057991
4365.64009450945 3620.22495392493 4660.27451628141
4365.92713771377 3620.05051293815 4660.03119515216
4366.21418091809 3619.87604613118 4659.78782719216
4366.50122412241 3619.70155350401 4659.54441240142
4366.78826732673 3619.52703505665 4659.30095077993
4367.07531053105 3619.35249078909 4659.05744232769
4367.36235373537 3619.17792070134 4658.81388704471
4367.64939693969 3619.00332479339 4658.57028493098
4367.93644014401 3618.82870306524 4658.3266359865
4368.22348334834 3618.6540555169 4658.08294021128
4368.51052655265 3618.47938214837 4657.83919760531
4368.79756975698 3618.30468295964 4657.59540816859
4369.0846129613 3618.12995795071 4657.35157190113
4369.37165616562 3617.95520712159 4657.10768880292
4369.65869936994 3617.78043047227 4656.86375887396
4369.94574257426 3617.60562800276 4656.61978211426
4370.23278577858 3617.43079971305 4656.37575852381
4370.5198289829 3617.25594560314 4656.13168810261
4370.80687218722 3617.08106567304 4655.88757085066
4371.09391539154 3616.90615992275 4655.64340676797
4371.38095859586 3616.73122835226 4655.39919585454
4371.66800180018 3616.55627096157 4655.15493811035
4371.9550450045 3616.38128775069 4654.91063353542
4372.24208820882 3616.20627871961 4654.66628212974
4372.52913141314 3616.03124386834 4654.42188389332
4372.81617461746 3615.85618319687 4654.17743882615
4373.10321782178 3615.68109670521 4653.93294692823
4373.3902610261 3615.50598439335 4653.68840819956
4373.67730423042 3615.33084626129 4653.44382264015
4373.96434743474 3615.15568230904 4653.19919025
4374.25139063906 3614.9804925366 4652.95451102909
4374.53843384338 3614.80527694396 4652.70978497744
4374.82547704771 3614.63003553112 4652.46501209504
4375.11252025203 3614.45476829809 4652.2201923819
4375.39956345635 3614.27947524486 4651.975325838
4375.68660666067 3614.10415637144 4651.73041246337
4375.97364986499 3613.92881167782 4651.48545225798
4376.26069306931 3613.753441164 4651.24044522185
4376.54773627363 3613.57804482999 4650.99539135497
4376.83477947795 3613.40262267579 4650.75029065734
4377.12182268227 3613.22717470139 4650.50514312897
4377.40886588659 3613.05170090679 4650.25994876985
4377.69590909091 3612.876201292 4650.01470757999
4377.98295229523 3612.70067585701 4649.76941955937
4378.26999549955 3612.52512460183 4649.52408470801
4378.55703870387 3612.34954752645 4649.27870302591
4378.84408190819 3612.17394463088 4649.03327451306
4379.13112511251 3611.99831591511 4648.78779916946
4379.41816831683 3611.82266137914 4648.54227699511
4379.70521152115 3611.64698102298 4648.29670799002
4379.99225472547 3611.47127484663 4648.05109215418
4380.27929792979 3611.29554285008 4647.80542948759
4380.56634113411 3611.11978503333 4647.55971999026
4380.85338433843 3610.94400139639 4647.31396366218
4381.14042754275 3610.76819193925 4647.06816050335
4381.42747074707 3610.59235666192 4646.82231051378
4381.7145139514 3610.41649556439 4646.57641369346
4382.00155715572 3610.24060864666 4646.33047004239
4382.28860036004 3610.06469590874 4646.08447956058
4382.57564356436 3609.88875735063 4645.83844224801
4382.86268676868 3609.71279297232 4645.59235810471
4383.149729973 3609.53680277381 4645.34622713065
4383.43677317732 3609.36078675511 4645.10004932585
4383.72381638164 3609.18474491621 4644.85382469031
4384.01085958596 3609.00867725712 4644.60755322401
4384.29790279028 3608.83258377783 4644.36123492697
4384.5849459946 3608.65646447835 4644.11486979918
4384.87198919892 3608.48031935867 4643.86845784065
4385.15903240324 3608.30414841879 4643.62199905137
4385.44607560756 3608.12795165872 4643.37549343134
4385.73311881188 3607.95172907846 4643.12894098056
4386.0201620162 3607.775480678 4642.88234169904
4386.30720522052 3607.59920645734 4642.63569558678
4386.59424842484 3607.42290641649 4642.38900264376
4386.88129162916 3607.24658055544 4642.14226287
4387.16833483348 3607.0702288742 4641.89547626549
4387.4553780378 3606.89385137276 4641.64864283024
4387.74242124212 3606.71744805112 4641.40176256423
4388.02946444644 3606.54101890929 4641.15483546748
4388.31650765076 3606.36456394727 4640.90786153999
4388.60355085508 3606.18808316505 4640.66084078175
4388.89059405941 3606.01157656263 4640.41377319276
4389.17763726373 3605.83504414002 4640.16665877302
4389.46468046805 3605.65848589721 4639.91949752254
4389.75172367237 3605.48190183421 4639.67228944131
4390.03876687669 3605.30529195101 4639.42503452934
4390.32581008101 3605.12865624762 4639.17773278661
4390.61285328533 3604.95199472403 4638.93038421314
4390.89989648965 3604.77530738024 4638.68298880893
4391.18693969397 3604.59859421626 4638.43554657396
4391.47398289829 3604.42185523209 4638.18805750825
4391.76102610261 3604.24509042772 4637.9405216118
4392.04806930693 3604.06829980315 4637.6929388846
4392.33511251125 3603.89148335839 4637.44530932665
4392.62215571557 3603.71464109343 4637.19763293795
4392.90919891989 3603.53777300827 4636.94990971851
4393.19624212421 3603.36087910293 4636.70213966832
4393.48328532853 3603.18395937738 4636.45432278738
4393.77032853285 3603.00701383164 4636.2064590757
4394.05737173717 3602.83004246571 4635.95854853327
4394.34441494149 3602.65304527958 4635.71059116009
4394.63145814582 3602.47602227325 4635.46258695616
4394.91850135013 3602.29897344673 4635.21453592149
4395.20554455446 3602.12189880001 4634.96643805608
4395.49258775878 3601.9447983331 4634.71829335991
4395.7796309631 3601.76767204599 4634.470101833
4396.06667416742 3601.59051993868 4634.22186347535
4396.35371737174 3601.41334201119 4633.97357828694
4396.64076057606 3601.23613826349 4633.72524626779
4396.92780378038 3601.0589086956 4633.47686741789
4397.2148469847 3600.88165330751 4633.22844173725
4397.50189018902 3600.70437209923 4632.97996922586
4397.78893339334 3600.52706507076 4632.73144988372
4398.07597659766 3600.34973222208 4632.48288371083
4398.36301980198 3600.17237355322 4632.2342707072
4398.6500630063 3599.99498906415 4631.98561087282
4398.93710621062 3599.81757875489 4631.7369042077
4399.22414941494 3599.64014262544 4631.48815071183
4399.51119261926 3599.46268067579 4631.23935038521
4399.79823582358 3599.28519290594 4630.99050322784
4400.0852790279 3599.1076793159 4630.74160923973
4400.37232223222 3598.93013990567 4630.49266842087
4400.65936543654 3598.75257467523 4630.24368077127
4400.94640864086 3598.57498362461 4629.99464629092
4401.23345184519 3598.39736675378 4629.74556497982
4401.5204950495 3598.21972406277 4629.49643683797
4401.80753825383 3598.04205555155 4629.24726186538
4402.09458145815 3597.86436122014 4628.99804006204
4402.38162466247 3597.68664106854 4628.74877142796
4402.66866786679 3597.50889509674 4628.49945596312
4402.95571107111 3597.33112330474 4628.25009366754
4403.24275427543 3597.15332569255 4628.00068454122
4403.52979747975 3596.97550226016 4627.75122858414
4403.81684068407 3596.79765300758 4627.50172579633
4404.10388388839 3596.6197779348 4627.25217617776
4404.39092709271 3596.44187704183 4627.00257972845
4404.67797029703 3596.26395032866 4626.75293644839
4404.96501350135 3596.0859977953 4626.50324633758
4405.25205670567 3595.90801944174 4626.25350939603
4405.53909990999 3595.73001526798 4626.00372562373
4405.82614311431 3595.55198527403 4625.75389502068
4406.11318631863 3595.37392945988 4625.50401758689
4406.40022952295 3595.19584782554 4625.25409332235
4406.68727272727 3595.017740371 4625.00412222706
4406.97431593159 3594.83960709627 4624.75410430103
4407.26135913591 3594.66144800134 4624.50403954425
4407.54840234023 3594.48326308622 4624.25392795672
4407.83544554456 3594.3050523509 4624.00376953844
4408.12248874887 3594.12681579539 4623.75356428942
4408.4095319532 3593.94855341967 4623.50331220966
4408.69657515752 3593.77026522377 4623.25301329914
4408.98361836184 3593.59195120767 4623.00266755788
4409.27066156616 3593.41361137137 4622.75227498587
4409.55770477048 3593.23524571488 4622.50183558312
4409.8447479748 3593.05685423819 4622.25134934962
4410.13179117912 3592.87843694131 4622.00081628537
4410.41883438344 3592.69999382423 4621.75023639038
4410.70587758776 3592.52152488695 4621.49960966463
4410.99292079208 3592.34303012948 4621.24893610815
4411.2799639964 3592.16450955182 4620.99821572091
4411.56700720072 3591.98596315396 4620.74744850293
4411.85405040504 3591.8073909359 4620.4966344542
4412.14109360936 3591.62879289765 4620.24577357473
4412.42813681368 3591.4501690392 4619.9948658645
4412.715180018 3591.27151936056 4619.74391132354
4413.00222322232 3591.09284386172 4619.49290995182
4413.28926642664 3590.91414254269 4619.24186174936
4413.57630963096 3590.73541540346 4618.99076671615
4413.86335283528 3590.55666244403 4618.73962485219
4414.1503960396 3590.37788366441 4618.48843615749
4414.43743924392 3590.19907906459 4618.23720063204
4414.72448244824 3590.02024864458 4617.98591827585
4415.01152565257 3589.84139240438 4617.7345890889
4415.29856885689 3589.66251034397 4617.48321307122
4415.58561206121 3589.48360246338 4617.23179022278
4415.87265526553 3589.30466876258 4616.9803205436
4416.15969846985 3589.12570924159 4616.72880403367
4416.44674167417 3588.94672390041 4616.47724069299
4416.73378487849 3588.76771273903 4616.22563052157
4417.02082808281 3588.58867575745 4615.9739735194
4417.30787128713 3588.40961295568 4615.72226968648
4417.59491449145 3588.23052433372 4615.47051902282
4417.88195769577 3588.05140989155 4615.21872152841
4418.16900090009 3587.8722696292 4614.96687720325
4418.45604410441 3587.69310354664 4614.71498604735
4418.74308730873 3587.51391164389 4614.4630480607
4419.03013051305 3587.33469392095 4614.2110632433
4419.31717371737 3587.15545037781 4613.95903159516
4419.60421692169 3586.97618101448 4613.70695311627
4419.89126012601 3586.79688583095 4613.45482780663
4420.17830333033 3586.61756482722 4613.20265566625
4420.46534653465 3586.4382180033 4612.95043669512
4420.75238973897 3586.25884535918 4612.69817089324
4421.03943294329 3586.07944689487 4612.44585826061
4421.32647614761 3585.90002261036 4612.19349879724
4421.61351935193 3585.72057250566 4611.94109250313
4421.90056255626 3585.54109658076 4611.68863937826
4422.18760576058 3585.36159483566 4611.43613942265
4422.4746489649 3585.18206727037 4611.18359263629
4422.76169216922 3585.00251388489 4610.93099901919
4423.04873537354 3584.82293467921 4610.67835857134
4423.33577857786 3584.64332965333 4610.42567129274
4423.62282178218 3584.46369880726 4610.17293718339
4423.9098649865 3584.28404214099 4609.9201562433
4424.19690819082 3584.10435965453 4609.66732847246
4424.48395139514 3583.92465134787 4609.41445387088
4424.77099459946 3583.74491722102 4609.16153243855
4425.05803780378 3583.56515727397 4608.90856417547
4425.3450810081 3583.38537150672 4608.65554908164
4425.63212421242 3583.20555991928 4608.40248715707
4425.91916741674 3583.02572251164 4608.14937840175
4426.20621062106 3582.84585928381 4607.89622281569
4426.49325382538 3582.66597023579 4607.64302039887
4426.7802970297 3582.48605536756 4607.38977115132
4427.06734023402 3582.30611467914 4607.13647507301
4427.35438343834 3582.12614817053 4606.88313216396
4427.64142664266 3581.94615584172 4606.62974242416
4427.92846984698 3581.76613769272 4606.37630585361
4428.2155130513 3581.58609372352 4606.12282245232
4428.50255625563 3581.40602393412 4605.86929222028
4428.78959945995 3581.22592832453 4605.61571515749
4429.07664266427 3581.04580689474 4605.36209126396
4429.36368586859 3580.86565964476 4605.10842053968
4429.65072907291 3580.68548657458 4604.85470298465
4429.93777227723 3580.50528768421 4604.60093859888
4430.22481548155 3580.32506297364 4604.34712738236
4430.51185868587 3580.14481244288 4604.0932693351
4430.79890189019 3579.96453609192 4603.83936445708
4431.08594509451 3579.78423392077 4603.58541274832
4431.37298829883 3579.60390592941 4603.33141420882
4431.66003150315 3579.42355211787 4603.07736883856
4431.94707470747 3579.24317248613 4602.82327663756
4432.23411791179 3579.06276703419 4602.56913760581
4432.52116111611 3578.88233576206 4602.31495174332
4432.80820432043 3578.70187866973 4602.06071905008
4433.09524752475 3578.52139575721 4601.80643952609
4433.38229072907 3578.34088702449 4601.55211317136
4433.66933393339 3578.16035247157 4601.29773998588
4433.95637713771 3577.97979209846 4601.04331996965
4434.24342034203 3577.79920590516 4600.78885312267
4434.53046354635 3577.61859389165 4600.53433944495
4434.81750675068 3577.43795605796 4600.27977893649
4435.104549955 3577.25729240407 4600.02517159727
4435.39159315932 3577.07660292998 4599.77051742731
4435.67863636364 3576.8958876357 4599.5158164266
4435.96567956796 3576.71514652122 4599.26106859515
4436.25272277228 3576.53437958654 4599.00627393295
4436.5397659766 3576.35358683167 4598.75143244
4436.82680918092 3576.17276825661 4598.4965441163
4437.11385238524 3575.99192386135 4598.24160896186
4437.40089558956 3575.81105364589 4597.98662697667
4437.68793879388 3575.63015761024 4597.73159816074
4437.9749819982 3575.44923575439 4597.47652251406
4438.26202520252 3575.26828807835 4597.22140003663
4438.54906840684 3575.08731458211 4596.96623072845
4438.83611161116 3574.90631526568 4596.71101458953
4439.12315481548 3574.72529012905 4596.45575161986
4439.4101980198 3574.54423917222 4596.20044181944
4439.69724122412 3574.3631623952 4595.94508518828
4439.98428442844 3574.18205979799 4595.68968172637
4440.27132763276 3574.00093138058 4595.43423143372
4440.55837083708 3573.81977714297 4595.17873431031
4440.8454140414 3573.63859708517 4594.92319035616
4441.13245724572 3573.45739120717 4594.66759957127
4441.41950045005 3573.27615950898 4594.41196195563
4441.70654365437 3573.09490199059 4594.15627750924
4441.99358685869 3572.913618652 4593.9005462321
4442.28063006301 3572.73230949322 4593.64476812422
4442.56767326733 3572.55097451425 4593.38894318559
4442.85471647165 3572.36961371508 4593.13307141621
4443.14175967597 3572.18822709571 4592.87715281609
4443.42880288029 3572.00681465615 4592.62118738522
4443.71584608461 3571.82537639639 4592.3651751236
4444.00288928893 3571.64391231644 4592.10911603124
4444.28993249325 3571.46242241629 4591.85301010813
4444.57697569757 3571.28090669595 4591.59685735427
4444.86401890189 3571.09936515541 4591.34065776967
4445.15106210621 3570.91779779468 4591.08441135431
4445.43810531053 3570.73620461375 4590.82811810822
4445.72514851485 3570.55458561262 4590.57177803137
4446.01219171917 3570.3729407913 4590.31539112378
4446.29923492349 3570.19127014978 4590.05895738544
4446.58627812781 3570.00957368807 4589.80247681636
4446.87332133213 3569.82785140616 4589.54594941653
4447.16036453645 3569.64610330406 4589.28937518595
4447.44740774077 3569.46432938176 4589.03275412463
4447.73445094509 3569.28252963927 4588.77608623256
4448.02149414942 3569.10070407658 4588.51937150974
4448.30853735374 3568.91885269369 4588.26260995617
4448.59558055806 3568.73697549061 4588.00580157186
4448.88262376238 3568.55507246733 4587.7489463568
4449.1696669667 3568.37314362386 4587.492044311
4449.45671017102 3568.1911889602 4587.23509543445
4449.74375337534 3568.00920847633 4586.97809972715
4450.03079657966 3567.82720217228 4586.7210571891
4450.31783978398 3567.64517004802 4586.46396782031
4450.6048829883 3567.46311210357 4586.20683162077
4450.89192619262 3567.28102833893 4585.94964859049
4451.17896939694 3567.09891875409 4585.69241872945
4451.46601260126 3566.91678334905 4585.43514203768
4451.75305580558 3566.73462212382 4585.17781851515
4452.0400990099 3566.55243507839 4584.92044816188
4452.32714221422 3566.37022221277 4584.66303097786
4452.61418541854 3566.18798352695 4584.40556696309
4452.90122862286 3566.00571902094 4584.14805611758
4453.18827182718 3565.82342869473 4583.89049844132
4453.4753150315 3565.64111254833 4583.63289393431
4453.76235823582 3565.45877058173 4583.37524259656
4454.04940144014 3565.27640279493 4583.11754442806
4454.33644464446 3565.09400918794 4582.85979942882
4454.62348784878 3564.91158976076 4582.60200759882
4454.91053105311 3564.72914451337 4582.34416893808
4455.19757425743 3564.5466734458 4582.0862834466
4455.48461746175 3564.36417655802 4581.82835112436
4455.77166066607 3564.18165385006 4581.57037197138
4456.05870387039 3563.99910532189 4581.31234598766
4456.34574707471 3563.81653097353 4581.05427317318
4456.63279027903 3563.63393080498 4580.79615352796
4456.91983348335 3563.45130481623 4580.53798705199
4457.20687668767 3563.26865300728 4580.27977374528
4457.49391989199 3563.08597537814 4580.02151360782
4457.78096309631 3562.9032719288 4579.76320663961
4458.06800630063 3562.72054265927 4579.50485284066
4458.35504950495 3562.53778756954 4579.24645221096
4458.64209270927 3562.35500665962 4578.98800475051
4458.92913591359 3562.1721999295 4578.72951045932
4459.21617911791 3561.98936737919 4578.47096933738
4459.50322232223 3561.80650900868 4578.21238138469
4459.79026552655 3561.62362481797 4577.95374660125
4460.07730873087 3561.44071480707 4577.69506498707
4460.36435193519 3561.25777897598 4577.43633654214
4460.65139513951 3561.07481732468 4577.17756126647
4460.93843834383 3560.8918298532 4576.91873916005
4461.22548154815 3560.70881656151 4576.65987022288
4461.51252475248 3560.52577744964 4576.40095445496
4461.7995679568 3560.34271251756 4576.1419918563
4462.08661116112 3560.15962176529 4575.88298242689
4462.37365436544 3559.97650519283 4575.62392616674
4462.66069756976 3559.79336280017 4575.36482307584
4462.94774077408 3559.61019458731 4575.10567315419
4463.2347839784 3559.42700055426 4574.84647640179
4463.52182718272 3559.24378070101 4574.58723281865
4463.80887038704 3559.06053502757 4574.32794240476
4464.09591359136 3558.87726353393 4574.06860516013
4464.38295679568 3558.6939662201 4573.80922108474
4464.67 3558.51064308607 4573.54979017861
4464.95704320432 3558.32729413185 4573.29031244174
4465.24408640864 3558.14391935743 4573.03078787412
4465.53112961296 3557.96051876281 4572.77121647575
4465.81817281728 3557.777092348 4572.51159824663
4466.1052160216 3557.593640113 4572.25193318677
4466.39225922592 3557.41016205779 4571.99222129616
4466.67930243024 3557.2266581824 4571.7324625748
4466.96634563456 3557.0431284868 4571.4726570227
4467.25338883888 3556.85957297102 4571.21280463985
4467.5404320432 3556.67599163503 4570.95290542625
4467.82747524752 3556.49238447885 4570.69295938191
4468.11451845185 3556.30875150248 4570.43296650682
4468.40156165617 3556.12509270591 4570.17292680098
4468.68860486049 3555.94140808914 4569.9128402644
4468.97564806481 3555.75769765218 4569.65270689707
4469.26269126913 3555.57396139502 4569.39252669899
4469.54973447345 3555.39019931767 4569.13229967017
4469.83677767777 3555.20641142012 4568.8720258106
4470.12382088209 3555.02259770238 4568.61170512028
4470.41086408641 3554.83875816444 4568.35133759922
4470.69790729073 3554.65489280631 4568.09092324741
4470.98495049505 3554.47100162798 4567.83046206485
4471.27199369937 3554.28708462945 4567.56995405154
4471.55903690369 3554.10314181073 4567.30939920749
4471.84608010801 3553.91917317181 4567.0487975327
4472.13312331233 3553.7351787127 4566.78814902715
4472.42016651665 3553.55115843339 4566.52745369086
4472.70720972097 3553.36711233389 4566.26671152382
4472.99425292529 3553.18304041419 4566.00592252604
4473.28129612961 3552.9989426743 4565.74508669751
4473.56833933393 3552.81481911421 4565.48420403823
4473.85538253825 3552.63066973393 4565.2232745482
4474.14242574257 3552.44649453345 4564.96229822743
4474.42946894689 3552.26229351277 4564.70127507591
4474.71651215122 3552.0780666719 4564.44020509365
4475.00355535554 3551.89381401083 4564.17908828063
4475.29059855986 3551.70953552957 4563.91792463688
4475.57764176418 3551.52523122811 4563.65671416237
4475.8646849685 3551.34090110646 4563.39545685712
4476.15172817282 3551.15654516461 4563.13415272112
4476.43877137714 3550.97216340256 4562.87280175437
4476.72581458146 3550.78775582032 4562.61140395688
4477.01285778578 3550.60332241789 4562.34995932864
4477.2999009901 3550.41886319526 4562.08846786966
4477.58694419442 3550.23437815243 4561.82692957992
4477.87398739874 3550.04986728941 4561.56534445945
4478.16103060306 3549.86533060619 4561.30371250822
4478.44807380738 3549.68076810278 4561.04203372625
4478.7351170117 3549.49617977917 4560.78030811353
4479.02216021602 3549.31156563537 4560.51853567006
4479.30920342034 3549.12692567137 4560.25671639585
4479.59624662466 3548.94225988717 4559.99485029089
4479.88328982898 3548.75756828278 4559.73293735518
4480.1703330333 3548.5728508582 4559.47097758873
4480.45737623762 3548.38810761342 4559.20897099153
4480.74441944194 3548.20333854844 4558.94691756358
4481.03146264627 3548.01854366327 4558.68481730489
4481.31850585059 3547.8337229579 4558.42267021545
4481.60554905491 3547.64887643233 4558.16047629526
4481.89259225923 3547.46400408658 4557.89823554433
4482.17963546355 3547.27910592062 4557.63594796265
4482.46667866787 3547.09418193447 4557.37361355022
4482.75372187219 3546.90923212813 4557.11123230704
4483.04076507651 3546.72425650159 4556.84880423312
4483.32780828083 3546.53925505485 4556.58632932846
4483.61485148515 3546.35422778792 4556.32380759304
4483.90189468947 3546.16917470079 4556.06123902688
4484.18893789379 3545.98409579347 4555.79862362997
4484.47598109811 3545.79899106595 4555.53596140232
4484.76302430243 3545.61386051823 4555.27325234392
4485.05006750675 3545.42870415032 4555.01049645477
4485.33711071107 3545.24352196222 4554.74769373488
4485.62415391539 3545.05831395392 4554.48484418423
4485.91119711971 3544.87308012542 4554.22194780285
4486.19824032403 3544.68782047673 4553.95900459071
4486.48528352835 3544.50253500785 4553.69601454783
4486.77232673267 3544.31722371876 4553.4329776742
4487.05936993699 3544.13188660949 4553.16989396983
4487.34641314131 3543.94652368001 4552.9067634347
4487.63345634563 3543.76113493034 4552.64358606884
4487.92049954995 3543.57572036048 4552.38036187222
4488.20754275428 3543.39027997042 4552.11709084486
4488.4945859586 3543.20481376016 4551.85377298675
4488.78162916292 3543.01932172971 4551.59040829789
4489.06867236724 3542.83380387907 4551.32699677829
4489.35571557156 3542.64826020822 4551.06353842794
4489.64275877588 3542.46269071719 4550.80003324685
4489.9298019802 3542.27709540595 4550.536481235
4490.21684518452 3542.09147427452 4550.27288239241
4490.50388838884 3541.9058273229 4550.00923671908
4490.79093159316 3541.72015455108 4549.745544215
4491.07797479748 3541.53445595907 4549.48180488017
4491.3650180018 3541.34873154686 4549.21801871459
4491.65206120612 3541.16298131445 4548.95418571827
4491.93910441044 3540.97720526185 4548.6903058912
4492.22614761476 3540.79140338905 4548.42637923338
4492.51319081908 3540.60557569606 4548.16240574482
4492.8002340234 3540.41972218287 4547.89838542551
4493.08727722772 3540.23384284949 4547.63431827545
4493.37432043204 3540.04793769591 4547.37020429465
4493.66136363636 3539.86200672213 4547.1060434831
4493.94840684068 3539.67604992816 4546.8418358408
4494.235450045 3539.490067314 4546.57758136776
4494.52249324932 3539.30405887964 4546.31328006397
4494.80953645365 3539.11802462508 4546.04893192943
4495.09657965797 3538.93196455033 4545.78453696415
4495.38362286229 3538.74587865538 4545.52009516811
4495.67066606661 3538.55976694024 4545.25560654134
4495.95770927093 3538.3736294049 4544.99107108381
4496.24475247525 3538.18746604937 4544.72648879554
4496.53179567957 3538.00127687364 4544.46185967652
4496.81883888389 3537.81506187771 4544.19718372676
4497.10588208821 3537.62882106159 4543.93246094625
4497.39292529253 3537.44255442528 4543.66769133499
4497.67996849685 3537.25626196876 4543.40287489299
4497.96701170117 3537.06994369206 4543.13801162023
4498.25405490549 3536.88359959515 4542.87310151674
4498.54109810981 3536.69722967806 4542.60814458249
4498.82814131413 3536.51083394076 4542.3431408175
4499.11518451845 3536.32441238327 4542.07809022176
4499.40222772277 3536.13796500559 4541.81299279528
4499.68927092709 3535.95149180771 4541.54784853804
4499.97631413141 3535.76499278963 4541.28265745007
4500.26335733573 3535.57846795136 4541.01741953134
4500.55040054005 3535.3919172929 4540.75213478187
4500.83744374437 3535.20534081423 4540.48680320165
4501.1244869487 3535.01873851538 4540.22142479068
4501.41153015302 3534.83211039632 4539.95599954897
4501.69857335734 3534.64545645708 4539.69052747651
4501.98561656166 3534.45877669763 4539.42500857331
4502.27265976598 3534.27207111799 4539.15944283935
4502.5597029703 3534.08533971816 4538.89383027466
4502.84674617462 3533.89858249813 4538.62817087921
4503.13378937894 3533.7117994579 4538.36246465302
4503.42083258326 3533.52499059748 4538.09671159608
4503.70787578758 3533.33815591686 4537.83091170839
4503.9949189919 3533.15129541605 4537.56506498996
4504.28196219622 3532.96440909504 4537.29917144078
4504.56900540054 3532.77749695384 4537.03323106085
4504.85604860486 3532.59055899244 4536.76724385018
4505.14309180918 3532.40359521084 4536.50120980876
4505.4301350135 3532.21660560905 4536.23512893659
4505.71717821782 3532.02959018707 4535.96900123368
4506.00422142214 3531.84254894489 4535.70282670002
4506.29126462646 3531.65548188251 4535.43660533561
4506.57830783078 3531.46838899994 4535.17033714046
4506.8653510351 3531.28127029717 4534.90402211456
4507.15239423942 3531.09412577421 4534.63766025791
4507.43943744374 3530.90695543105 4534.37125157052
4507.72648064807 3530.7197592677 4534.10479605237
4508.01352385239 3530.53253728415 4533.83829370349
4508.30056705671 3530.3452894804 4533.57174452385
4508.58761026103 3530.15801585646 4533.30514851347
4508.87465346535 3529.97071641232 4533.03850567235
4509.16169666967 3529.78339114799 4532.77181600047
4509.44873987399 3529.59604006347 4532.50507949785
4509.73578307831 3529.40866315874 4532.23829616448
4510.02282628263 3529.22126043383 4531.97146600037
4510.30986948695 3529.03383188871 4531.70458900551
4510.59691269127 3528.8463775234 4531.4376651799
4510.88395589559 3528.6588973379 4531.17069452354
4511.17099909991 3528.4713913322 4530.90367703644
4511.45804230423 3528.2838595063 4530.63661271859
4511.74508550855 3528.09630186021 4530.36950157
4512.03212871287 3527.90871839392 4530.10234359066
4512.31917191719 3527.72110910744 4529.83513878057
4512.60621512151 3527.53347400076 4529.56788713973
4512.89325832583 3527.34581307389 4529.30058866815
4513.18030153015 3527.15812632682 4529.03324336582
4513.46734473447 3526.97041375956 4528.76585123275
4513.75438793879 3526.7826753721 4528.49841226892
4514.04143114311 3526.59491116444 4528.23092647435
4514.32847434744 3526.40712113659 4527.96339384904
4514.61551755176 3526.21930528855 4527.69581439298
4514.90256075608 3526.03146362031 4527.42818810617
4515.1896039604 3525.84359613187 4527.16051498861
4515.47664716472 3525.65570282324 4526.89279504031
4515.76369036904 3525.46778369441 4526.62502826126
4516.05073357336 3525.27983874538 4526.35721465146
4516.33777677768 3525.09186797616 4526.08935421092
4516.624819982 3524.90387138675 4525.82144693963
4516.91186318632 3524.71584897714 4525.55349283759
4517.19890639064 3524.52780074733 4525.28549190481
4517.48594959496 3524.33972669733 4525.01744414128
4517.77299279928 3524.15162682714 4524.749349547
4518.0600360036 3523.96350113674 4524.48120812198
4518.34707920792 3523.77534962616 4524.21301986621
4518.63412241224 3523.58717229537 4523.94478477969
4518.92116561656 3523.3989691444 4523.67650286243
4519.20820882088 3523.21074017322 4523.40817411442
4519.4952520252 3523.02248538185 4523.13979853566
4519.78229522952 3522.83420477029 4522.87137612616
4520.06933843384 3522.64589833853 4522.60290688591
4520.35638163816 3522.45756608657 4522.33439081491
4520.64342484248 3522.26920801442 4522.06582791317
4520.9304680468 3522.08082412207 4521.79721818067
4521.21751125113 3521.89241440953 4521.52856161744
4521.50455445545 3521.70397887679 4521.25985822345
4521.79159765977 3521.51551752386 4520.99110799872
4522.07864086409 3521.32703035073 4520.72231094324
4522.36568406841 3521.1385173574 4520.45346705702
4522.65272727273 3520.94997854388 4520.18457634005
4522.93977047705 3520.76141391017 4519.91563879233
4523.22681368137 3520.57282345626 4519.64665441387
